NIVEAU;BRANCHE;LIB_NAF;Tranche de taille d'effectif;Chiffre d'affaires de la branche
a272 ;432;Travaux d'installation électrique, plomberie et autres travaux d'installation ;Ensemble des tranches d'effectif ;57484,2
a272 ;432;Travaux d'installation électrique, plomberie et autres travaux d'installation ;De 0 à 9 salariés en ETP ;N
a272 ;432;Travaux d'installation électrique, plomberie et autres travaux d'installation ;De 10 à 19 salariés en ETP ;N
a272 ;432;Travaux d'installation électrique, plomberie et autres travaux d'installation ;De 20 à 249 salariés en ETP ;N
a272 ;432;Travaux d'installation électrique, plomberie et autres travaux d'installation ;Plus de 250 salariés en ETP ;N
a272 ;433;Travaux de finition ;Ensemble des tranches d'effectif ;49681,8
a272 ;433;Travaux de finition ;De 0 à 9 salariés en ETP ;N
a272 ;433;Travaux de finition ;De 10 à 19 salariés en ETP ;N
a272 ;433;Travaux de finition ;De 20 à 249 salariés en ETP ;N
a272 ;433;Travaux de finition ;Plus de 250 salariés en ETP ;N
a272 ;439;Autres travaux de construction spécialisés ;Ensemble des tranches d'effectif ;52281,6
a272 ;439;Autres travaux de construction spécialisés ;De 0 à 9 salariés en ETP ;N
a272 ;439;Autres travaux de construction spécialisés ;De 10 à 19 salariés en ETP ;N
a272 ;439;Autres travaux de construction spécialisés ;De 20 à 249 salariés en ETP ;N
a272 ;439;Autres travaux de construction spécialisés ;Plus de 250 salariés en ETP ;N
a10 ;GI ;Commerce de gros et de détail, transports, hébergement et restauration ;Ensemble des tranches d'effectif ;1795510,3
a10 ;GI ;Commerce de gros et de détail, transports, hébergement et restauration ;De 0 à 9 salariés en ETP ;420375,2
a10 ;GI ;Commerce de gros et de détail, transports, hébergement et restauration ;De 10 à 19 salariés en ETP ;124049,5
a10 ;GI ;Commerce de gros et de détail, transports, hébergement et restauration ;De 20 à 249 salariés en ETP ;566632,9
a10 ;GI ;Commerce de gros et de détail, transports, hébergement et restauration ;Plus de 250 salariés en ETP ;684769,6
a21 ;G ;Commerce - réparation d'automobiles et de motocycles ;Ensemble des tranches d'effectif ;1515693
a21 ;G ;Commerce - réparation d'automobiles et de motocycles ;De 0 à 9 salariés en ETP ;358925,9
a21 ;G ;Commerce - réparation d'automobiles et de motocycles ;De 10 à 19 salariés en ETP ;105513,5
a21 ;G ;Commerce - réparation d'automobiles et de motocycles ;De 20 à 249 salariés en ETP ;500866,6
a21 ;G ;Commerce - réparation d'automobiles et de motocycles ;Plus de 250 salariés en ETP ;550704,6
a88 ;45;Commerce et réparation d'automobiles et de motocycles ;Ensemble des tranches d'effectif ;206462,5
a88 ;45;Commerce et réparation d'automobiles et de motocycles ;De 0 à 9 salariés en ETP ;40268,9
a88 ;45;Commerce et réparation d'automobiles et de motocycles ;De 10 à 19 salariés en ETP ;14863,4
a88 ;45;Commerce et réparation d'automobiles et de motocycles ;De 20 à 249 salariés en ETP ;71679,9
a88 ;45;Commerce et réparation d'automobiles et de motocycles ;Plus de 250 salariés en ETP ;79650,5
a272 ;451;Commerce de véhicules automobiles ;Ensemble des tranches d'effectif ;136899,7
a272 ;451;Commerce de véhicules automobiles ;De 0 à 9 salariés en ETP ;16173,3
a272 ;451;Commerce de véhicules automobiles ;De 10 à 19 salariés en ETP ;7847,3
a272 ;451;Commerce de véhicules automobiles ;De 20 à 249 salariés en ETP ;52159
a272 ;451;Commerce de véhicules automobiles ;Plus de 250 salariés en ETP ;60720,8
a272 ;452;Entretien et réparation de véhicules automobiles ;Ensemble des tranches d'effectif ;15182,9
a272 ;452;Entretien et réparation de véhicules automobiles ;De 0 à 9 salariés en ETP ;6495,5
a272 ;452;Entretien et réparation de véhicules automobiles ;De 10 à 19 salariés en ETP ;1943,7
a272 ;452;Entretien et réparation de véhicules automobiles ;De 20 à 249 salariés en ETP ;4352,1
a272 ;452;Entretien et réparation de véhicules automobiles ;Plus de 250 salariés en ETP ;2391,7
a272 ;453;Commerce d'équipements automobiles ;Ensemble des tranches d'effectif ;49574
a272 ;453;Commerce d'équipements automobiles ;De 0 à 9 salariés en ETP ;15056,9
a272 ;453;Commerce d'équipements automobiles ;De 10 à 19 salariés en ETP ;3993,6
a272 ;453;Commerce d'équipements automobiles ;De 20 à 249 salariés en ETP ;14279,2
a272 ;453;Commerce d'équipements automobiles ;Plus de 250 salariés en ETP ;16243,9
a272 ;454;Commerce et réparation de motocycles ;Ensemble des tranches d'effectif ;4805,8
a272 ;454;Commerce et réparation de motocycles ;De 0 à 9 salariés en ETP ;2543,2
a272 ;454;Commerce et réparation de motocycles ;De 10 à 19 salariés en ETP ;1078,7
a272 ;454;Commerce et réparation de motocycles ;De 20 à 249 salariés en ETP ;889,7
a272 ;454;Commerce et réparation de motocycles ;Plus de 250 salariés en ETP ;294,1
a88 ;46;Commerce de gros, à l'exception des automobiles et des motocycles ;Ensemble des tranches d'effectif ;872914
a88 ;46;Commerce de gros, à l'exception des automobiles et des motocycles ;De 0 à 9 salariés en ETP ;178638,5
a88 ;46;Commerce de gros, à l'exception des automobiles et des motocycles ;De 10 à 19 salariés en ETP ;64391,2
a88 ;46;Commerce de gros, à l'exception des automobiles et des motocycles ;De 20 à 249 salariés en ETP ;324656,5
a88 ;46;Commerce de gros, à l'exception des automobiles et des motocycles ;Plus de 250 salariés en ETP ;305545,6
a272 ;461;Intermédiaires du commerce de gros ;Ensemble des tranches d'effectif ;139232,5
a272 ;461;Intermédiaires du commerce de gros ;De 0 à 9 salariés en ETP ;32003,3
a272 ;461;Intermédiaires du commerce de gros ;De 10 à 19 salariés en ETP ;6973
a272 ;461;Intermédiaires du commerce de gros ;De 20 à 249 salariés en ETP ;63381,2
a272 ;461;Intermédiaires du commerce de gros ;Plus de 250 salariés en ETP ;37188,9
a272 ;462;Commerce de gros de produits agricoles bruts et d'animaux vivants ;Ensemble des tranches d'effectif ;57689,7
a272 ;462;Commerce de gros de produits agricoles bruts et d'animaux vivants ;De 0 à 9 salariés en ETP ;17686,2
a272 ;462;Commerce de gros de produits agricoles bruts et d'animaux vivants ;De 10 à 19 salariés en ETP ;5947,8
a272 ;462;Commerce de gros de produits agricoles bruts et d'animaux vivants ;De 20 à 249 salariés en ETP ;20396,5
a272 ;462;Commerce de gros de produits agricoles bruts et d'animaux vivants ;Plus de 250 salariés en ETP ;13658,8
a272 ;463;Commerce de gros de produits alimentaires, de boissons et de tabac ;Ensemble des tranches d'effectif ;148690,7
a272 ;463;Commerce de gros de produits alimentaires, de boissons et de tabac ;De 0 à 9 salariés en ETP ;33909,4
a272 ;463;Commerce de gros de produits alimentaires, de boissons et de tabac ;De 10 à 19 salariés en ETP ;13168,5
a272 ;463;Commerce de gros de produits alimentaires, de boissons et de tabac ;De 20 à 249 salariés en ETP ;52416,8
a272 ;463;Commerce de gros de produits alimentaires, de boissons et de tabac ;Plus de 250 salariés en ETP ;49196,4
a272 ;464;Commerce de gros de biens domestiques ;Ensemble des tranches d'effectif ;173364
a272 ;464;Commerce de gros de biens domestiques ;De 0 à 9 salariés en ETP ;27091,4
a272 ;464;Commerce de gros de biens domestiques ;De 10 à 19 salariés en ETP ;7845,8
a272 ;464;Commerce de gros de biens domestiques ;De 20 à 249 salariés en ETP ;51459,8
a272 ;464;Commerce de gros de biens domestiques ;Plus de 250 salariés en ETP ;86972,2
a272 ;465;Commerce de gros d'équipements de l'information et de la communication ;Ensemble des tranches d'effectif ;50768,4
a272 ;465;Commerce de gros d'équipements de l'information et de la communication ;De 0 à 9 salariés en ETP ;7440,5
a272 ;465;Commerce de gros d'équipements de l'information et de la communication ;De 10 à 19 salariés en ETP ;3000,2
a272 ;465;Commerce de gros d'équipements de l'information et de la communication ;De 20 à 249 salariés en ETP ;18177,7
a272 ;465;Commerce de gros d'équipements de l'information et de la communication ;Plus de 250 salariés en ETP ;22148,5
a272 ;466;Commerce de gros d'autres équipements industriels ;Ensemble des tranches d'effectif ;108734,3
a272 ;466;Commerce de gros d'autres équipements industriels ;De 0 à 9 salariés en ETP ;21090,6
a272 ;466;Commerce de gros d'autres équipements industriels ;De 10 à 19 salariés en ETP ;10138,5
a272 ;466;Commerce de gros d'autres équipements industriels ;De 20 à 249 salariés en ETP ;45925,7
a272 ;466;Commerce de gros d'autres équipements industriels ;Plus de 250 salariés en ETP ;31577,2
a272 ;467;Autres commerces de gros spécialisés ;Ensemble des tranches d'effectif ;172267
a272 ;467;Autres commerces de gros spécialisés ;De 0 à 9 salariés en ETP ;33799,4
a272 ;467;Autres commerces de gros spécialisés ;De 10 à 19 salariés en ETP ;16363
a272 ;467;Autres commerces de gros spécialisés ;De 20 à 249 salariés en ETP ;66888,4
a272 ;467;Autres commerces de gros spécialisés ;Plus de 250 salariés en ETP ;55220
a272 ;469;Commerce de gros non spécialisé ;Ensemble des tranches d'effectif ;22167,4
a272 ;469;Commerce de gros non spécialisé ;De 0 à 9 salariés en ETP ;5617,9
a272 ;469;Commerce de gros non spécialisé ;De 10 à 19 salariés en ETP ;954,5
a272 ;469;Commerce de gros non spécialisé ;De 20 à 249 salariés en ETP ;6010,4
a272 ;469;Commerce de gros non spécialisé ;Plus de 250 salariés en ETP ;9583,7
a88 ;47;Commerce de détail, à l'exception des automobiles et des motocycles ;Ensemble des tranches d'effectif ;436316,6
a88 ;47;Commerce de détail, à l'exception des automobiles et des motocycles ;De 0 à 9 salariés en ETP ;140018,5
a88 ;47;Commerce de détail, à l'exception des automobiles et des motocycles ;De 10 à 19 salariés en ETP ;26258,8
a88 ;47;Commerce de détail, à l'exception des automobiles et des motocycles ;De 20 à 249 salariés en ETP ;104530,2
a88 ;47;Commerce de détail, à l'exception des automobiles et des motocycles ;Plus de 250 salariés en ETP ;165508,5
a272 ;471;Commerce de détail en magasin non spécialisé ;Ensemble des tranches d'effectif ;142517,1
a272 ;471;Commerce de détail en magasin non spécialisé ;De 0 à 9 salariés en ETP ;11743,3
a272 ;471;Commerce de détail en magasin non spécialisé ;De 10 à 19 salariés en ETP ;8259,5
a272 ;471;Commerce de détail en magasin non spécialisé ;De 20 à 249 salariés en ETP ;58708
a272 ;471;Commerce de détail en magasin non spécialisé ;Plus de 250 salariés en ETP ;63806
a272 ;472;Commerce de détail alimentaire en magasin spécialisé ;Ensemble des tranches d'effectif ;33856,7
a272 ;472;Commerce de détail alimentaire en magasin spécialisé ;De 0 à 9 salariés en ETP ;14302,1
a272 ;472;Commerce de détail alimentaire en magasin spécialisé ;De 10 à 19 salariés en ETP ;1647,2
a272 ;472;Commerce de détail alimentaire en magasin spécialisé ;De 20 à 249 salariés en ETP ;S
a272 ;472;Commerce de détail alimentaire en magasin spécialisé ;Plus de 250 salariés en ETP ;S
a272 ;473;Commerce de détail de carburants en magasin spécialisé ;Ensemble des tranches d'effectif ;38403,3
a272 ;473;Commerce de détail de carburants en magasin spécialisé ;De 0 à 9 salariés en ETP ;13863,4
a272 ;473;Commerce de détail de carburants en magasin spécialisé ;De 10 à 19 salariés en ETP ;2065,8
a272 ;473;Commerce de détail de carburants en magasin spécialisé ;De 20 à 249 salariés en ETP ;S
a272 ;473;Commerce de détail de carburants en magasin spécialisé ;Plus de 250 salariés en ETP ;S
a272 ;474;Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé ;Ensemble des tranches d'effectif ;11872,5
a272 ;474;Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé ;De 0 à 9 salariés en ETP ;2669,4
a272 ;474;Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé ;De 10 à 19 salariés en ETP ;477,7
a272 ;474;Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé ;De 20 à 249 salariés en ETP ;1600,3
a272 ;474;Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé ;Plus de 250 salariés en ETP ;7126,3
a272 ;475;Commerce de détail d'autres équipements du foyer en magasin spécialisé ;Ensemble des tranches d'effectif ;49970,3
a272 ;475;Commerce de détail d'autres équipements du foyer en magasin spécialisé ;De 0 à 9 salariés en ETP ;14308,1
a272 ;475;Commerce de détail d'autres équipements du foyer en magasin spécialisé ;De 10 à 19 salariés en ETP ;3247,7
a272 ;475;Commerce de détail d'autres équipements du foyer en magasin spécialisé ;De 20 à 249 salariés en ETP ;7043,2
a272 ;475;Commerce de détail d'autres équipements du foyer en magasin spécialisé ;Plus de 250 salariés en ETP ;25373,3
a272 ;476;Commerce de détail de biens culturels et de loisirs en magasin spécialisé ;Ensemble des tranches d'effectif ;19714,3
a272 ;476;Commerce de détail de biens culturels et de loisirs en magasin spécialisé ;De 0 à 9 salariés en ETP ;6801,5
a272 ;476;Commerce de détail de biens culturels et de loisirs en magasin spécialisé ;De 10 à 19 salariés en ETP ;1578,3
a272 ;476;Commerce de détail de biens culturels et de loisirs en magasin spécialisé ;De 20 à 249 salariés en ETP ;2753,1
a272 ;476;Commerce de détail de biens culturels et de loisirs en magasin spécialisé ;Plus de 250 salariés en ETP ;8578,7
a272 ;477;Autres commerces de détail en magasin spécialisé ;Ensemble des tranches d'effectif ;117664
a272 ;477;Autres commerces de détail en magasin spécialisé ;De 0 à 9 salariés en ETP ;66715,6
a272 ;477;Autres commerces de détail en magasin spécialisé ;De 10 à 19 salariés en ETP ;8003,4
a272 ;477;Autres commerces de détail en magasin spécialisé ;De 20 à 249 salariés en ETP ;13435,8
a272 ;477;Autres commerces de détail en magasin spécialisé ;Plus de 250 salariés en ETP ;29508,7
a272 ;478;Commerce de détail sur éventaires et marchés ;Ensemble des tranches d'effectif ;5259,3
a272 ;478;Commerce de détail sur éventaires et marchés ;De 0 à 9 salariés en ETP ;4494,7
a272 ;478;Commerce de détail sur éventaires et marchés ;De 10 à 19 salariés en ETP ;224,1
a272 ;478;Commerce de détail sur éventaires et marchés ;De 20 à 249 salariés en ETP ;304
a272 ;478;Commerce de détail sur éventaires et marchés ;Plus de 250 salariés en ETP ;236,3
a272 ;479;Commerce de détail hors magasin, éventaires ou marchés ;Ensemble des tranches d'effectif ;17059,2
a272 ;479;Commerce de détail hors magasin, éventaires ou marchés ;De 0 à 9 salariés en ETP ;5120,3
a272 ;479;Commerce de détail hors magasin, éventaires ou marchés ;De 10 à 19 salariés en ETP ;755,3
a272 ;479;Commerce de détail hors magasin, éventaires ou marchés ;De 20 à 249 salariés en ETP ;4394,2
a272 ;479;Commerce de détail hors magasin, éventaires ou marchés ;Plus de 250 salariés en ETP ;6789,5
a21 ;H ;Transports et entreposage ;Ensemble des tranches d'effectif ;199339,9
a21 ;H ;Transports et entreposage ;De 0 à 9 salariés en ETP ;22688,5
a21 ;H ;Transports et entreposage ;De 10 à 19 salariés en ETP ;8586,2
a21 ;H ;Transports et entreposage ;De 20 à 249 salariés en ETP ;49897,3
a21 ;H ;Transports et entreposage ;Plus de 250 salariés en ETP ;118148,2
a88 ;49;Transports terrestres et transport par conduites ;Ensemble des tranches d'effectif ;80296,7
a88 ;49;Transports terrestres et transport par conduites ;De 0 à 9 salariés en ETP ;13051,4
a88 ;49;Transports terrestres et transport par conduites ;De 10 à 19 salariés en ETP ;5682,2
a88 ;49;Transports terrestres et transport par conduites ;De 20 à 249 salariés en ETP ;28109,9
a88 ;49;Transports terrestres et transport par conduites ;Plus de 250 salariés en ETP ;33456,9
a272 ;491;Transport ferroviaire interurbain de voyageurs ;Ensemble des tranches d'effectif ;6404,8
a272 ;491;Transport ferroviaire interurbain de voyageurs ;De 0 à 9 salariés en ETP ;S
a272 ;491;Transport ferroviaire interurbain de voyageurs ;De 10 à 19 salariés en ETP ;S
a272 ;491;Transport ferroviaire interurbain de voyageurs ;De 20 à 249 salariés en ETP ;S
a272 ;491;Transport ferroviaire interurbain de voyageurs ;Plus de 250 salariés en ETP ;S
a272 ;492;Transports ferroviaires de fret ;Ensemble des tranches d'effectif ;1539
a272 ;492;Transports ferroviaires de fret ;De 0 à 9 salariés en ETP ;12,7
a272 ;492;Transports ferroviaires de fret ;De 10 à 19 salariés en ETP ;0,5
a272 ;492;Transports ferroviaires de fret ;De 20 à 249 salariés en ETP ;S
a272 ;492;Transports ferroviaires de fret ;Plus de 250 salariés en ETP ;S
a272 ;493;Autres transports terrestres de voyageurs ;Ensemble des tranches d'effectif ;23851,5
a272 ;493;Autres transports terrestres de voyageurs ;De 0 à 9 salariés en ETP ;3303,9
a272 ;493;Autres transports terrestres de voyageurs ;De 10 à 19 salariés en ETP ;S
a272 ;493;Autres transports terrestres de voyageurs ;De 20 à 249 salariés en ETP ;S
a272 ;493;Autres transports terrestres de voyageurs ;Plus de 250 salariés en ETP ;S
a272 ;494;Transports routiers de fret et services de déménagement ;Ensemble des tranches d'effectif ;45912,7
a272 ;494;Transports routiers de fret et services de déménagement ;De 0 à 9 salariés en ETP ;9425,4
a272 ;494;Transports routiers de fret et services de déménagement ;De 10 à 19 salariés en ETP ;4906,7
a272 ;494;Transports routiers de fret et services de déménagement ;De 20 à 249 salariés en ETP ;23161,4
a272 ;494;Transports routiers de fret et services de déménagement ;Plus de 250 salariés en ETP ;8422,1
a272 ;495;Transports par conduites ;Ensemble des tranches d'effectif ;2588,7
a272 ;495;Transports par conduites ;De 0 à 9 salariés en ETP ;S
a272 ;495;Transports par conduites ;De 10 à 19 salariés en ETP ;0,2
a272 ;495;Transports par conduites ;De 20 à 249 salariés en ETP ;S
a272 ;495;Transports par conduites ;Plus de 250 salariés en ETP ;S
a88 ;50;Transports par eau ;Ensemble des tranches d'effectif ;11250,9
a88 ;50;Transports par eau ;De 0 à 9 salariés en ETP ;955,7
a88 ;50;Transports par eau ;De 10 à 19 salariés en ETP ;156,4
a88 ;50;Transports par eau ;De 20 à 249 salariés en ETP ;1305,6
a88 ;50;Transports par eau ;Plus de 250 salariés en ETP ;8835,5
a272 ;501;Transports maritimes et côtiers de passagers ;Ensemble des tranches d'effectif ;1007,9
a272 ;501;Transports maritimes et côtiers de passagers ;De 0 à 9 salariés en ETP ;S
a272 ;501;Transports maritimes et côtiers de passagers ;De 10 à 19 salariés en ETP ;S
a272 ;501;Transports maritimes et côtiers de passagers ;De 20 à 249 salariés en ETP ;272,2
a272 ;501;Transports maritimes et côtiers de passagers ;Plus de 250 salariés en ETP ;S
a272 ;502;Transports maritimes et côtiers de fret ;Ensemble des tranches d'effectif ;9533,9
a272 ;502;Transports maritimes et côtiers de fret ;De 0 à 9 salariés en ETP ;S
a272 ;502;Transports maritimes et côtiers de fret ;De 10 à 19 salariés en ETP ;73,5
a272 ;502;Transports maritimes et côtiers de fret ;De 20 à 249 salariés en ETP ;713,9
a272 ;502;Transports maritimes et côtiers de fret ;Plus de 250 salariés en ETP ;S
a272 ;503;Transports fluviaux de passagers ;Ensemble des tranches d'effectif ;297
a272 ;503;Transports fluviaux de passagers ;De 0 à 9 salariés en ETP ;S
a272 ;503;Transports fluviaux de passagers ;De 10 à 19 salariés en ETP ;S
a272 ;503;Transports fluviaux de passagers ;De 20 à 249 salariés en ETP ;123,9
a272 ;503;Transports fluviaux de passagers ;Plus de 250 salariés en ETP ;S
a272 ;504;Transports fluviaux de fret ;Ensemble des tranches d'effectif ;412,2
a272 ;504;Transports fluviaux de fret ;De 0 à 9 salariés en ETP ;193
a272 ;504;Transports fluviaux de fret ;De 10 à 19 salariés en ETP ;16,7
a272 ;504;Transports fluviaux de fret ;De 20 à 249 salariés en ETP ;195,8
a272 ;504;Transports fluviaux de fret ;Plus de 250 salariés en ETP ;6,7
a88 ;51;Transports aériens ;Ensemble des tranches d'effectif ;S
a88 ;51;Transports aériens ;De 0 à 9 salariés en ETP ;275
a88 ;51;Transports aériens ;De 10 à 19 salariés en ETP ;S
a88 ;51;Transports aériens ;De 20 à 249 salariés en ETP ;577,4
a88 ;51;Transports aériens ;Plus de 250 salariés en ETP ;S
a272 ;511;Transports aériens de passagers ;Ensemble des tranches d'effectif ;16806,3
a272 ;511;Transports aériens de passagers ;De 0 à 9 salariés en ETP ;S
a272 ;511;Transports aériens de passagers ;De 10 à 19 salariés en ETP ;S
a272 ;511;Transports aériens de passagers ;De 20 à 249 salariés en ETP ;559,4
a272 ;511;Transports aériens de passagers ;Plus de 250 salariés en ETP ;S
a272 ;512;Transports aériens de fret et transports spatiaux ;Ensemble des tranches d'effectif ;S
a272 ;512;Transports aériens de fret et transports spatiaux ;De 0 à 9 salariés en ETP ;S
a272 ;512;Transports aériens de fret et transports spatiaux ;De 10 à 19 salariés en ETP ;0,4
a272 ;512;Transports aériens de fret et transports spatiaux ;De 20 à 249 salariés en ETP ;18
a272 ;512;Transports aériens de fret et transports spatiaux ;Plus de 250 salariés en ETP ;S
a88 ;52;Entreposage et services auxiliaires des transports ;Ensemble des tranches d'effectif ;74065,1
a88 ;52;Entreposage et services auxiliaires des transports ;De 0 à 9 salariés en ETP ;8039
a88 ;52;Entreposage et services auxiliaires des transports ;De 10 à 19 salariés en ETP ;2547,2
a88 ;52;Entreposage et services auxiliaires des transports ;De 20 à 249 salariés en ETP ;19737,6
a88 ;52;Entreposage et services auxiliaires des transports ;Plus de 250 salariés en ETP ;43907,2
a272 ;521;Entreposage et stockage ;Ensemble des tranches d'effectif ;10749,8
a272 ;521;Entreposage et stockage ;De 0 à 9 salariés en ETP ;1216,4
a272 ;521;Entreposage et stockage ;De 10 à 19 salariés en ETP ;448,9
a272 ;521;Entreposage et stockage ;De 20 à 249 salariés en ETP ;4103,4
a272 ;521;Entreposage et stockage ;Plus de 250 salariés en ETP ;4986,8
a272 ;522;Services auxiliaires des transports ;Ensemble des tranches d'effectif ;63315,3
a272 ;522;Services auxiliaires des transports ;De 0 à 9 salariés en ETP ;6822,6
a272 ;522;Services auxiliaires des transports ;De 10 à 19 salariés en ETP ;2098,3
a272 ;522;Services auxiliaires des transports ;De 20 à 249 salariés en ETP ;15634,2
a272 ;522;Services auxiliaires des transports ;Plus de 250 salariés en ETP ;38920,4
a88 ;53;Activités de poste et de courrier ;Ensemble des tranches d'effectif ;S
a88 ;53;Activités de poste et de courrier ;De 0 à 9 salariés en ETP ;367,5
a88 ;53;Activités de poste et de courrier ;De 10 à 19 salariés en ETP ;S
a88 ;53;Activités de poste et de courrier ;De 20 à 249 salariés en ETP ;166,8
a88 ;53;Activités de poste et de courrier ;Plus de 250 salariés en ETP ;S
a272 ;531;Activités de poste dans le cadre d'une obligation de service universel ;Ensemble des tranches d'effectif ;S
a272 ;531;Activités de poste dans le cadre d'une obligation de service universel ;De 0 à 9 salariés en ETP ;156,8
a272 ;531;Activités de poste dans le cadre d'une obligation de service universel ;De 10 à 19 salariés en ETP ;S
a272 ;531;Activités de poste dans le cadre d'une obligation de service universel ;De 20 à 249 salariés en ETP ;2,8
a272 ;531;Activités de poste dans le cadre d'une obligation de service universel ;Plus de 250 salariés en ETP ;S
a272 ;532;Autres activités de poste et de courrier ;Ensemble des tranches d'effectif ;S
a272 ;532;Autres activités de poste et de courrier ;De 0 à 9 salariés en ETP ;210,7
a272 ;532;Autres activités de poste et de courrier ;De 10 à 19 salariés en ETP ;S
a272 ;532;Autres activités de poste et de courrier ;De 20 à 249 salariés en ETP ;164
a272 ;532;Autres activités de poste et de courrier ;Plus de 250 salariés en ETP ;S
a21 ;I ;Hébergement et restauration ;Ensemble des tranches d'effectif ;80477,4
a21 ;I ;Hébergement et restauration ;De 0 à 9 salariés en ETP ;38760,9
a21 ;I ;Hébergement et restauration ;De 10 à 19 salariés en ETP ;9949,9
a21 ;I ;Hébergement et restauration ;De 20 à 249 salariés en ETP ;15869
a21 ;I ;Hébergement et restauration ;Plus de 250 salariés en ETP ;15916,8
a88 ;55;Hébergement ;Ensemble des tranches d'effectif ;20107,6
a88 ;55;Hébergement ;De 0 à 9 salariés en ETP ;7605,5
a88 ;55;Hébergement ;De 10 à 19 salariés en ETP ;2944,4
a88 ;55;Hébergement ;De 20 à 249 salariés en ETP ;4595,2
a88 ;55;Hébergement ;Plus de 250 salariés en ETP ;4980,8
a272 ;551;Hôtels et hébergement similaire ;Ensemble des tranches d'effectif ;13788
a272 ;551;Hôtels et hébergement similaire ;De 0 à 9 salariés en ETP ;5351,7
a272 ;551;Hôtels et hébergement similaire ;De 10 à 19 salariés en ETP ;2472,9
a272 ;551;Hôtels et hébergement similaire ;De 20 à 249 salariés en ETP ;3536,5
a272 ;551;Hôtels et hébergement similaire ;Plus de 250 salariés en ETP ;2429,3
a272 ;552;Hébergement touristique et autre hébergement de courte durée ;Ensemble des tranches d'effectif ;3648,7
a272 ;552;Hébergement touristique et autre hébergement de courte durée ;De 0 à 9 salariés en ETP ;1052
a272 ;552;Hébergement touristique et autre hébergement de courte durée ;De 10 à 19 salariés en ETP ;124,6
a272 ;552;Hébergement touristique et autre hébergement de courte durée ;De 20 à 249 salariés en ETP ;432
a272 ;552;Hébergement touristique et autre hébergement de courte durée ;Plus de 250 salariés en ETP ;2055,8
a272 ;553;Terrains de camping et parcs pour caravanes ou véhicules de loisirs ;Ensemble des tranches d'effectif ;1788,9
a272 ;553;Terrains de camping et parcs pour caravanes ou véhicules de loisirs ;De 0 à 9 salariés en ETP ;1066,1
a272 ;553;Terrains de camping et parcs pour caravanes ou véhicules de loisirs ;De 10 à 19 salariés en ETP ;S
a272 ;553;Terrains de camping et parcs pour caravanes ou véhicules de loisirs ;De 20 à 249 salariés en ETP ;385,7
a272 ;553;Terrains de camping et parcs pour caravanes ou véhicules de loisirs ;Plus de 250 salariés en ETP ;S
a272 ;559;Autres hébergements ;Ensemble des tranches d'effectif ;882,1
a272 ;559;Autres hébergements ;De 0 à 9 salariés en ETP ;135,8
a272 ;559;Autres hébergements ;De 10 à 19 salariés en ETP ;S
a272 ;559;Autres hébergements ;De 20 à 249 salariés en ETP ;241
a272 ;559;Autres hébergements ;Plus de 250 salariés en ETP ;S
a88 ;56;Restauration ;Ensemble des tranches d'effectif ;60369,7
a88 ;56;Restauration ;De 0 à 9 salariés en ETP ;31155,4
a88 ;56;Restauration ;De 10 à 19 salariés en ETP ;7005,5
a88 ;56;Restauration ;De 20 à 249 salariés en ETP ;11273,9
a88 ;56;Restauration ;Plus de 250 salariés en ETP ;10936
a272 ;561;Restaurants et services de restauration mobile ;Ensemble des tranches d'effectif ;44016,1
a272 ;561;Restaurants et services de restauration mobile ;De 0 à 9 salariés en ETP ;23961,7
a272 ;561;Restaurants et services de restauration mobile ;De 10 à 19 salariés en ETP ;6144
a272 ;561;Restaurants et services de restauration mobile ;De 20 à 249 salariés en ETP ;9523,2
a272 ;561;Restaurants et services de restauration mobile ;Plus de 250 salariés en ETP ;4388
a272 ;562;Traiteurs et autres services de restauration ;Ensemble des tranches d'effectif ;9338,7
a272 ;562;Traiteurs et autres services de restauration ;De 0 à 9 salariés en ETP ;1334
a272 ;562;Traiteurs et autres services de restauration ;De 10 à 19 salariés en ETP ;357,7
a272 ;562;Traiteurs et autres services de restauration ;De 20 à 249 salariés en ETP ;1252,5
a272 ;562;Traiteurs et autres services de restauration ;Plus de 250 salariés en ETP ;6394,6
a272 ;563;Débits de boissons ;Ensemble des tranches d'effectif ;7015
a272 ;563;Débits de boissons ;De 0 à 9 salariés en ETP ;5859,7
a272 ;563;Débits de boissons ;De 10 à 19 salariés en ETP ;503,8
a272 ;563;Débits de boissons ;De 20 à 249 salariés en ETP ;498,1
a272 ;563;Débits de boissons ;Plus de 250 salariés en ETP ;153,4
a10 ;JZ ;Information et communication ;Ensemble des tranches d'effectif ;169760,4
a10 ;JZ ;Information et communication ;De 0 à 9 salariés en ETP ;19662,2
a10 ;JZ ;Information et communication ;De 10 à 19 salariés en ETP ;7782,6
a10 ;JZ ;Information et communication ;De 20 à 249 salariés en ETP ;37530,8
a10 ;JZ ;Information et communication ;Plus de 250 salariés en ETP ;104827,8
a21 ;J ;Information et communication ;Ensemble des tranches d'effectif ;169760,4
a21 ;J ;Information et communication ;De 0 à 9 salariés en ETP ;19662,2
