Identifiant;Type d'événement;Ident Type;Lieu de l'événement;Nom Organisme;Type d'organisme;Ident Organisme;Etat;Theme;Style;Catégorie;Genre;Ident Genre;Titre;Texte Début;Texte Milieu;Texte Fin;Commune;Département;Code INSEE;Code Postal;Coordonnées GPS;Date Modification;Jour 1;Jour 2;Jour 3;Jour Du;Jour Au;Jour Min;Jour Max;Mention Gratuit;Mention Payant;Tarif Général;Tarif réduit;Tarif Autre;Photo 1 Chemin;Photo 1 Légende;Photo 1 Crédit;Photo 2 Chemin;Photo 2 Légende;Photo 2 Crédit;Photo 3 Chemin;Photo 3 Légende;Photo 3 Crédit;Age Minimum;Age Maximum;Durée;Mention Complet;Mention Accessible Handicap;Lien Billeterie;Liens Vidéo;Liens Son;Liens Dossiers De Presse;Tags;Groupes;Titre Libre;Texte Libre Court;Texte Libre Long;Groupes Organismes;Nombres Participants;Nombre Exposants;URL Agenda Ouest-France;Groupes Ident;Groupes Organismes Ident;Langues;Langues Ident;Thematiques;Thematiques Ident;Categorie age;Categorie age Ident
6233593;Randonnée;14;85/Montaigu-Vendée;Club des Panarenflés;Association;268699;V;Loisir;Loisirs et sports;Sport;Randonnée pédestre;112;Club des Panarenflés;Randonnée pédestre.;Consulter le blog panarenflesdemontaigu.blogspot.fr pour les horaires et les modalités.;Lundi 24 septembre, 8h, mercredi 26 septembre, 20h, vendredi 28 septembre, 14h, parking Intermarché, Montaigu. Contact : panarenflesmontaigu@gmail.com;Montaigu-Vendée;85;85146;85600;46.97618, -1.31125;2019-01-15;2018-09-24;2018-09-26;2018-09-28;;;2018-09-24;2018-09-28;non;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2018/0904/6233593/_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/montaigu-vendee-85146/agenda/club-des-panarenfles_6233593;;;Français;fr_FR;;;;
6221927;Sport;24;85/Montaigu-Vendée;Club des Panarenflés;Association;268699;V;Loisir;Loisirs et sports;Sport;Autre;118;Club des Panarenflés, initiation marche nordique;;Possibilité de prêt de bâtons, prévenir 24 heures avant le jour choisi.;Lundi 17 septembre, 18h30, jeudi 20 septembre, 9h, vendredi 21 septembre, 14h45, parking Intermarché, Montaigu. Gratuit. Réservation : 02 51 06 33 88, https://panarenflesdemontaigu.blogspot.com;Montaigu-Vendée;85;85146;85600;46.97618, -1.31125;2019-01-15;2018-09-17;2018-09-20;2018-09-21;;;2018-09-17;2018-09-21;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2018/0829/6221927/_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/montaigu-vendee-85146/agenda/club-des-panarenfles-initiation-marche-nordique_6221927;;;Français;fr_FR;;;;
6371709;Sport;24;85/Montaigu-Vendée;Club des Panarenflés;Association;268699;V;Loisir;Loisirs et sports;Sport;Autre;118;Club des Panarenflés,;;Marche nordique. Départ à la Bultière Usine retraitement des eaux.;Dimanche 16 décembre, 9h15, parking Intermarché, pour covoiturage, Montaigu.;Montaigu-Vendée;85;85146;85600;46.97618, -1.31125;2019-01-15;2018-12-16;;;;;2018-12-16;2018-12-16;non;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2018/1210/6371709/_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/montaigu-vendee-85146/agenda/club-des-panarenfles_6371709;;;Français;fr_FR;;;;
5915237;Randonnée;14;85/Montaigu-Vendée;Club des Panarenflés;Association;268699;V;Loisir;Loisirs et sports;Sport;Randonnée pédestre;112;Club des Panarenflés;Randonnée pédestre.;Balade de Nat pendant 2 heures environ à allure modérée.;Dimanche 14 janvier, 9h, départ au parking de Caméra 5, avenue Villebois-Mareuil, Montaigu. Contact : panarenflesmontaigu@gmail.com;Montaigu-Vendée;85;85146;85600;46.97435, -1.313777;2019-01-15;2018-01-14;;;;;2018-01-14;2018-01-14;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/montaigu-vendee-85146/agenda/club-des-panarenfles_5915237;;;;;;;;
5966460;Randonnée;14;85/Montaigu-Vendée;Club des Panarenflés;Association;268699;V;Loisir;Loisirs et sports;Sport;Randonnée pédestre;112;Club des Panarenflés;Randonnée pédestre.;Balade de Nat pendant deux heures environ à allure modérée.;Dimanche 18 février, 9h, départ au parking de Caméra 5, avenue Villebois-Mareuil, Montaigu. Contact : panarenflesmontaigu@gmail.com;Montaigu-Vendée;85;85146;85600;46.97435, -1.313777;2019-01-15;2018-02-18;;;;;2018-02-18;2018-02-18;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/montaigu-vendee-85146/agenda/club-des-panarenfles_5966460;;;;;;;;
6402208;Journée portes ouvertes;33;85/Montaigu-Vendée;Ecole publique des Maines;Etablissement scolaire, universitaire;269159;V;Loisir;Voir visiter;Portes ouvertes, forums;Portes ouvertes, forums;146;École des Maines, portes ouvertes;;"Rencontre des enseignants, visite des classes de l’école maternelle et élémentaire. Inscriptions et scolarisation des futurs élèves dès 2 ans, nés en 2016 et 2017. Organisé par l’amicale des parents : galette et café offerts ; exposition de photos des activités de l’école : classes découvertes.";Samedi 12 janvier, 10h30, école publique maternelle et élémentaire, 7, place Raymond-Dronneau, Saint-Georges-de-Montaigu. Contact : 02 51 42 05 94, lesmaines@orange.fr;Montaigu-Vendée;85;85146;85600;46.94735, -1.297999;2019-01-15;2019-01-12;;;;;2019-01-12;2019-01-12;non;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0108/6402208/_1.jpg;Nouvelle partie élémentaire et sa cour;;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;;;;;;https://infolocale.ouest-france.fr/montaigu-vendee-85146/agenda/ecole-des-maines-portes-ouvertes_6402208;;;Français;fr_FR;;;;
5900949;Danser;19;85/Les Sables-d'Olonne;An'imez-vous;Association;350995;V;Loisir;Danser, vie nocturne;Danser;Thé dansant;179;Thé dansant;Orchestre Peggy Dié.;Organisé par l'association An'imez-vous.;Jeudi 28 décembre, 14h30 à 19h30, salle Audubon, Les Sables-d'Olonne. Payant. Contact et réservation : 06 08 76 16 58.;Les Sables-d'Olonne;85;85194;85100;46.49438, -1.772125;2019-01-15;2017-12-28;;;;;2017-12-28;2017-12-28;non;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/les-sables-dolonne-85194/agenda/the-dansant_5900949;;;;;;;;
5951593;Danser;19;85/Les Sables-d'Olonne;An'imez-vous;Association;350995;V;Loisir;Danser, vie nocturne;Danser;Thé dansant;179;Thé dansant;Orchestre Peggy Dié.;Organisé par l'association An'imez-vous.;Dimanche 11 février, 14h30 à 19h30, salle Audubon, Les Sables-d'Olonne. Payant. Contact et réservation : 06 08 76 16 58.;Les Sables-d'Olonne;85;85194;85100;46.49438, -1.772125;2019-01-15;2018-02-11;;;;;2018-02-11;2018-02-11;non;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/les-sables-dolonne-85194/agenda/the-dansant_5951593;;;;;;;;
6410285;Jeux, concours;29;50/Cherbourg-en-Cotentin;Zav breiz cercle celtique;Association;351429;V;Loisir;Loisirs et sports;Jeux, concours, rallye;Loto;129;Loto;;"Organisé par Zav breiz, cercle celtique. Parmi les lots : des bons d’achat de 50, 75, 100 et 500 € ; un séjour dans le Gers ; un téléviseur 123 cm 4k ; un sèche-linge ; un lave-linge ; un robot multicuiseur ; un ordinateur portable. Restauration sur place.";Samedi 23 février, 19h, à l'Agora, Équeurdreville-Hainneville, Cherbourg-en-Cotentin. Payant. Contact : 06 33 03 56 39.;Cherbourg-en-Cotentin;50;50129;50100;49.64888, -1.6671;2019-01-15;2019-02-23;;;;;2019-02-23;2019-02-23;non;oui;;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0114/6410285/_1.jpg;;;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;;;;480;;https://infolocale.ouest-france.fr/cherbourg-en-cotentin-50129/agenda/loto_6410285;;;Français;fr_FR;;;;
6028597;Communiqué public;5;50/Saint-Sauveur-Villages;Fédération de la Manche des clubs de retraités;Association;351437;V;Pratique;Vie quotidienne;Autres communiqués des administrations (mairie...);Autre;270;Formations Informatique;;La fédération de la Manche des clubs de retraités organise des initiations informatique pour les personnes retraitées et débutantes quatre séances de deux heures (ordinateurs mis à disposition pour ses sessions).;Le Mesnilbus. Tarif 20€. Contact et réservation : 02 33 57 82 54, 06 89 93 90 48, mn.osmond@wanadoo.fr;Saint-Sauveur-Villages;50;50550;50490;49.13203, -1.35008;2019-01-15;;;;;;;;non;oui;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/saint-sauveur-villages-50550/agenda/formations-informatique_6028597;;;;;;;;
6054612;Exposition, musée;23;85/Les Sables-d'Olonne;Les amis du Masc;Association;365526;V;Loisir;Voir visiter;Exposition, musée;Musée;246;Musée de l'abbaye de Sainte-Croix;Musée.;Présentation par la conservatrice du Musée des deux œuvres du peintre Bernard Réquichot, proposées à l'acquisition.;Samedi 21 avril, 16h à 20h, rue de Verdun, Les Sables-d'Olonne. Gratuit.;Les Sables-d'Olonne;85;85194;85100;46.4972, -1.777212;2019-01-15;2018-04-21;;;;;2018-04-21;2018-04-21;oui;non;;;;;;;;;;;;;;;;;Moteur;;;;;;;;;;;;;https://infolocale.ouest-france.fr/les-sables-dolonne-85194/agenda/musee-de-labbaye-de-sainte-croix_6054612;;;Français;fr_FR;;;;
6355135;Concert;15;14/Creully-sur-Seulles;Association Normandie-baroque;Association;365540;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Musiques traditionnelles;166;Ensemble baroque «Les Voyageurs EBLV»;Musiques traditionnelles.;Spectacle vivant mettant en scène le répertoire traditionnel baroque « Songs of the highlands » anglais, écossais et irlandais.;Samedi 20, dimanche 21 avril, 17h et 21h, château, Creully, Creully-sur-Seulles. Payant.;Creully-sur-Seulles;14;14200;14480;49.28455, -0.54023;2019-01-15;2019-04-20;2019-04-21;;;;2019-04-20;2019-04-21;non;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;https://infolocale.ouest-france.fr/creully-sur-seulles-14200/agenda/ensemble-baroque-les-voyageurs-eblv_6355135;;;Français;fr_FR;;;;
6378827;Repas, soirée;1;85/Les Sables-d'Olonne;Amoureux de l'italie;Association;365876;V;Loisir;Loisirs et sports;Repas soirée;Autre;126;Association olonnaise des amoureux de l’Italie;Repas amical de l’AOAI.;Les adhérents et leurs conjoints sont invités à partager un déjeuner Italien pour terminer l’année.;Vendredi 21 décembre, 12h, restaurant La Piazzetta, place de Strasbourg, Les Sables-d'Olonne. Payant. Contact et réservation : 06 72 57 46 14, 06 72 80 28 91.;Les Sables-d'Olonne;85;85194;85100;46.491, -1.772889;2019-01-15;2018-12-21;;;;;2018-12-21;2018-12-21;non;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/les-sables-dolonne-85194/agenda/association-olonnaise-des-amoureux-de-litalie_6378827;;;Français;fr_FR;;;;
6406941;Atelier, activité de loisirs;31;85/Les Sables-d'Olonne;Amoureux de l'italie;Association;365876;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Association olonnaise des amoureux de l’Italie;Atelier cuisine italienne.;L’AOAI organise tous les mois des ateliers dédiés à la cuisine italienne. Ceux-ci sont réservés à ses adhérents qui participent, ou non, à la confection du repas puis le partagent tous ensemble.;Jeudi 17 janvier, 9h45, galerie des Riaux, 44, rue des Grands-Riaux, Château-d'Olonne. Contact et réservation : 06 72 80 28 91, http://www.lesamoureuxdelitalie.fr;Les Sables-d'Olonne;85;85194;85100;46.50381, -1.73413;2019-01-15;2019-01-17;;;;;2019-01-17;2019-01-17;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/les-sables-dolonne-85194/agenda/association-olonnaise-des-amoureux-de-litalie_6406941;;;Français;fr_FR;;;;
6253855;Atelier, activité de loisirs;31;85/Les Sables-d'Olonne;Amoureux de l'italie;Association;365876;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Association des amoureux de l’Italie;Reprise d’activités.;L’association informe ses adhérents que toutes les activités : cours d’italien, bibliothèque, ateliers costumes, atelier cuisine, etc. reprendront au cours du mois d’octobre.;Lundi 1er octobre, 44, rue des Grands-Riaux, Château-d'Olonne. Contact : 06 72 80 28 91, http://www.lesamoureuxdelitalie.fr;Les Sables-d'Olonne;85;85194;85100;46.50381, -1.73413;2019-01-15;2018-10-01;;;;;2018-10-01;2018-10-01;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/les-sables-dolonne-85194/agenda/association-des-amoureux-de-litalie_6253855;;;Français;fr_FR;;;;
6287981;Réunion, assemblée;17;85/Les Sables-d'Olonne;Amoureux de l'italie;Association;365876;V;Pratique;Réunions formations cérémonies;Réunions, conseils, assemblées générales;Assemblée générale;100;Association olonnaise des amoureux de l’Italie;Assemblée générale.;Tous les adhérents à l’association sont invités à l’assemblée générale qui sera suivie d’un vin d’honneur. Ceux qui ne peuvent pas se déplacer remplissent si possible un pouvoir avant cette date.;Jeudi 18 octobre, 17h30, galerie des Riaux, 44, rue des Grands-Riaux, Château-d'Olonne. Contact : 06 72 57 46 14, jokytou2407@live.fr;Les Sables-d'Olonne;85;85194;85100;46.50381, -1.73413;2019-01-15;2018-10-18;;;;;2018-10-18;2018-10-18;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/les-sables-dolonne-85194/agenda/association-olonnaise-des-amoureux-de-litalie_6287981;;;Français;fr_FR;;;;
5962508;Atelier, activité de loisirs;31;85/Les Sables-d'Olonne;Amoureux de l'italie;Association;365876;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Association des Amoureux de l’Italie;Atelier de cuisine.;Réservé aux adhérents. Payant : 10 € pour ceux qui arrivent à 9 h 45 et 13 € pour ceux qui arrivent à 12 h. Maximum : 35 personnes. Se munir de son couvert.;Jeudi 15 février, 9h45 et 12h, 44, rue des Grands-Riaux, Château-d'Olonne. Payant. Contact et réservation : 06 72 80 28 91.;Les Sables-d'Olonne;85;85194;85100;46.50381, -1.73413;2019-01-15;2018-02-15;;;;;2018-02-15;2018-02-15;non;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/les-sables-dolonne-85194/agenda/association-des-amoureux-de-litalie_5962508;;;;;;;;
6405881;Animation jeunes;11;44/Ancenis-Saint-Géréon;Association des parents d'élèves de l'école alexandre bernard;Association;365993;V;Loisir;Loisirs et sports;Animation loisirs jeunes;Animation;143;Exposition de briques Lego;;Exposition de briques Lego, atelier jeu, tombola et petite restauration.;Samedi 26 janvier, 14h à 19h, dimanche 27 janvier, 10h à 18h, salle du Gotha, rue des Maîtres, Saint-Géréon. Tarif 2€, autre : gratuit pour les moins de 3 ans. Contact : apesaintgereon@gmail.com;Ancenis-Saint-Géréon;44;44003;44150;47.37058, -1.193305;2019-01-15;2019-01-26;2019-01-27;;;;2019-01-26;2019-01-27;non;oui;2.0;;gratuit pour les moins de 3 ans;http://photos.infolocale.fr/infoLocale/annonce/2019/0110/6405881/_1.jpg;Affiche;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/ancenis-saint-gereon-44003/agenda/exposition-de-briques-lego_6405881;;;Français;fr_FR;;;;
6356165;Religion;50;49/Morannes sur Sarthe-Daumeray;Presbytère de Seiches;Institution religieuse;366252;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Messe;108;Messe;Dimanche 20 janvier, 10h30, Daumeray, Morannes sur Sarthe-Daumeray.;;;Morannes sur Sarthe-Daumeray;49;49220;49640;47.70208, -0.36263;2019-01-15;2019-01-20;;;;;2019-01-20;2019-01-20;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/morannes-sur-sarthe-daumeray-49220/agenda/messe_6356165;;;Français;fr_FR;;;;
6356209;Religion;50;49/Loire-Authion;Presbytère de Seiches;Institution religieuse;366252;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Messe;108;Messe;Samedi 26 janvier, 18h30, Bauné, Loire-Authion.;;;Loire-Authion;49;49307;49250;47.49927, -0.31908;2019-01-15;2019-01-26;;;;;2019-01-26;2019-01-26;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/loire-authion-49307/agenda/messe_6356209;;;Français;fr_FR;;;;
5934801;Concert;15;50/Quettehou;Gérard Viel;Équipement (tourisme, culture, sport et loisir);366287;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Musiques traditionnelles;166;Les Charbonniers de l’enfer;Musiques traditionnelles.;Événement dans le domaine de la musique traditionnelle, avec la venue du groupe mythique québécois. Les Charbonniers de l’enfer, c’est cinq voix et des pieds, avec des harmonies vocales qui transportent le public dans l’univers des chansons traditionnelles.;Dimanche 28 janvier, 16h30, à la Halle aux grains, Quettehou. Payant. Contact : 02 33 43 63 21.;Quettehou;50;50417;50630;49.59253, -1.302724;2019-01-15;2018-01-28;;;;;2018-01-28;2018-01-28;non;oui;;;;http://photos.infolocale.fr/infoLocale/annonce/2018/0122/5934801/_1.jpg;Les Charbonniers de l'Enfer;Benoit Dupont;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;;;;250;;https://infolocale.ouest-france.fr/quettehou-50417/agenda/les-charbonniers-de-lenfer_5934801;;;;;;;;
5893700;Concert;15;85/Les Sables-d'Olonne;Idle Fingers;Autre organisme à but non lucratif;366861;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Variété;157;Idle Fingers;Variété.;Idle Fingers fête ses 5 ans, après plus de 300 concerts en France et au-delà.;Samedi 23 décembre, 20h30, casino Joa Les Pins, 14, rue Rhin et Danube, Les Sables-d'Olonne. Gratuit.;Les Sables-d'Olonne;85;85194;85100;46.48599, -1.758496;2019-01-15;2017-12-23;;;;;2017-12-23;2017-12-23;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2017/1218/5893700/_1.jpg;Idle Fingers fête ses 5 ans;;;;;;;;5;132;150;False;Visuel|Mental|Moteur;;https://youtu.be/d5V1pLOWIXU;;;anniversaire|apéro|Casino des Pins|concert|fête|Idle Fingers|invités surprise|reprises;;Idle Fingers fête ses 5 ans!!!;Idle Fingers fête ses 5 ans au Casino des Pins ! Après plus de 300 concerts dans les 4 coins de la France et au delà, il était grand temps de fêter cette demie décennie musicale! On vous attend donc dès 20h30 le samedi 23 décembre au bar le 14 pour une soirée pleine de surprises!;;;;;https://infolocale.ouest-france.fr/les-sables-dolonne-85194/agenda/idle-fingers_5893700;;;;;;;;
6284979;Concert;15;53/Evron;Association de Linières;Association;375418;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Classique;22;« La voix humaine »;Classique.;Une femme, un téléphone, un orchestre... « La voix humaine » d’après l’œuvre de Poulenc et Cocteau, adaptation d’Amaury du Closel. Mise en scène Julien Ostini. Avec Roxane Chalard et l’orchestre de chambre de Linière(s) dirigé par Emmanuel Descol.;Vendredi 19 octobre, 20h30, samedi 20 octobre, 20h30, dimanche 21 octobre, 15h, Pôle culturel des Coëvrons, boulevard Maréchal-Juin, Évron. Tarif 10€, réduit 8€, autre : enfant gratuit. Contact et réservation : 07 67 90 21 87, contactlinieres@gmail.com, http://www.linieres.fr/;Evron;53;53097;53600;48.15272, -0.4129734;2019-01-15;2018-10-19;2018-10-20;2018-10-21;;;2018-10-19;2018-10-21;non;oui;10.0;8.0;enfant gratuit;http://photos.infolocale.fr/infoLocale/annonce/2018/1008/6284979/_1.jpg;la voix humaine;Poulenc et Cocteau;;;;;;;;;;;Moteur;;;;;;;;;;;;;https://infolocale.ouest-france.fr/evron-53097/agenda/la-voix-humaine_6284979;;;Français;fr_FR;;;;
6365626;Eau, gaz, électricité;9;50/Saint-Sauveur-Villages;Sdeau50 Saint Sauveur Lendelin;Administration, service public, parapublic;375436;V;Pratique;Vie quotidienne;Eau, gaz, électricité;Eau, gaz, électricité;285;Renouvellement des compteurs d’alimentation en eau potable;;Une opération de changement des compteurs d'eau est programmée sur votre commune. Merci de réserver le meilleur accueil à M. François-Xavier Groud, agent du SDEAU50, et tout mettre en œuvre pour favoriser l'accès au citerneau, nettoyage des abords..;Du lundi 10 décembre 2018 au jeudi 28 février 2019, Saint-Aubin-du-Perron. Contact : 02 33 19 19 26, clep.stsauveuraubigny@sdeau50.fr;Saint-Sauveur-Villages;50;50550;50490;49.14359, -1.36946;2019-01-15;;;;2018-12-10;2019-02-28;2018-12-10;2019-02-28;non;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2018/1205/6365626/_1.jpg;François Xavier GROUD;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/saint-sauveur-villages-50550/agenda/renouvellement-des-compteurs-dalimentation-en-eau-potable_6365626;;;Français;fr_FR;;;;
6202692;Repas, soirée;1;44/Ancenis-Saint-Géréon;le refuge de l'Arc-en-Ciel;Association;375502;V;Loisir;Loisirs et sports;Repas soirée;Autre;126;Conviviale d’août du refuge de l’Arc-en-Ciel;;L’association LGBTQI + du Pays d’Ancenis fête ses 1 an. Apportez de quoi partager un repas, on s’occupe du dessert. Animation prévue sur place. Plus d’informations sur la page Facebook du refuge de l’Arc-en-Ciel.;Samedi 18 août, 19h à 22h45, les Abattoirs, salle Montesquieu, 72, rue Saint-Fiacre, Ancenis. Gratuit. Contact et réservation : 06 89 10 22 86, asso.refugearcenciel@gmail.com, https://www.facebook.com/assolerefugedelarcenciel/;Ancenis-Saint-Géréon;44;44003;44150;47.36576, -1.184216;2019-01-15;2018-08-18;;;;;2018-08-18;2018-08-18;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2018/0809/6202692/_1.jpg;;;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;;;;20;;https://infolocale.ouest-france.fr/ancenis-saint-gereon-44003/agenda/conviviale-daout-du-refuge-de-larc-en-ciel_6202692;;;Français|Anglais;fr_FR|en_GB;;;;
5958694;Réunion, assemblée;17;53/Château-Gontier-sur-Mayenne;Centre social;Administration, service public, parapublic;340876;V;Pratique;Réunions formations cérémonies;Réunions, conseils, assemblées générales;Réunion, débat, rencontre;225;Café papote;;Animé par le centre social du pays de Château-Gontier, le café papote est un espace convivial ouvert à tous, un lieu d’échanges et de rencontre où les habitants peuvent discuter et jouer à des jeux de société autour d’un café ou d’un thé.;Mercredi 28 mars, 9h15 à 11h15, Espace mômes, groupe scolaire, rue du Chant-d’Oiseau, Azé. Gratuit. Contact : 02 43 09 55 80, centre.social@chateaugontier.fr, http://www.chateaugontier.fr;Château-Gontier-sur-Mayenne;53;53062;53200;47.8205, -0.683143;2019-01-15;2018-03-28;;;;;2018-03-28;2018-03-28;oui;non;;;;;;;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;;;;;;https://infolocale.ouest-france.fr/chateau-gontier-sur-mayenne-53062/agenda/cafe-papote_5958694;;;;;;;;
6007315;Réunion, assemblée;17;53/Château-Gontier-sur-Mayenne;Centre social;Administration, service public, parapublic;340876;V;Pratique;Réunions formations cérémonies;Réunions, conseils, assemblées générales;Réunion, débat, rencontre;225;Café papote;;Animé par le centre social du pays de Château-Gontier, le café papote est un espace convivial ouvert à tous, un lieu d’échanges et de rencontre où les habitants peuvent discuter autour d’un café ou d’un thé.;Lundi 28 mai, 14h à 16h, salle des Marquises, Saint-Fort. Gratuit. Contact : 02 43 09 55 80, centre.social@chateaugontier.fr, http://www.chateaugontier.fr;Château-Gontier-sur-Mayenne;53;53062;53200;47.79742, -0.72125;2019-01-15;2018-05-28;;;;;2018-05-28;2018-05-28;oui;non;;;;;;;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;;;;;;https://infolocale.ouest-france.fr/chateau-gontier-sur-mayenne-53062/agenda/cafe-papote_6007315;;;;;;;;
5907917;Réunion, assemblée;17;53/Château-Gontier-sur-Mayenne;Centre social;Administration, service public, parapublic;340876;V;Pratique;Réunions formations cérémonies;Réunions, conseils, assemblées générales;Réunion, débat, rencontre;225;Café papote;;Animé par le centre social du pays de Château-Gontier, le café papote est un espace convivial ouvert à tous, un lieu d’échanges et de rencontre où les habitants peuvent discuter autour d’un café ou d’un thé.;Jeudi 25 janvier, 10h à 12h, Pij, médiathèque, 32, avenue Carnot, Château-Gontier. Gratuit. Contact : 02 43 09 55 80, centre.social@chateaugontier.fr, http://www.chateaugontier.fr;Château-Gontier-sur-Mayenne;53;53062;53200;47.82816, -0.7088946;2019-01-15;2018-01-25;;;;;2018-01-25;2018-01-25;oui;non;;;;;;;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;;;;;;https://infolocale.ouest-france.fr/chateau-gontier-sur-mayenne-53062/agenda/cafe-papote_5907917;;;;;;;;
6334177;Atelier, activité de loisirs;31;50/Carentan-les-Marais;Médiathèque;Équipement (tourisme, culture, sport et loisir);342943;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Kestulis ?;;Le club lecture pour les jeunes à partir de 10 ans.;Samedi 24 novembre, 12h15, square Hervé-Mangon, Carentan-les-Marais. Gratuit. Contact : 02 33 42 74 25, mediatheque@carentan.fr;Carentan-les-Marais;50;50099;50500;49.30325, -1.2478;2019-01-15;2018-11-24;;;;;2018-11-24;2018-11-24;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2018/1113/6334177/_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/carentan-les-marais-50099/agenda/kestulis_6334177;;;Français;fr_FR;;;;
6350197;Atelier, activité de loisirs;31;50/Carentan-les-Marais;Médiathèque;Équipement (tourisme, culture, sport et loisir);342943;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Festival les Egaluantes;;La médiathèque sera ouverte pendant le festival. Programme disponible à la médiathèque.;Samedi 1er décembre, 10h à 18h30, dimanche 2 décembre, 14h à 17h, square Hervé-Mangon, Carentan-les-Marais. Gratuit. Contact : 02 33 42 74 25, mediatheque@carentan.fr;Carentan-les-Marais;50;50099;50500;49.30325, -1.2478;2019-01-15;2018-12-01;2018-12-02;;;;2018-12-01;2018-12-02;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2018/1124/6350197/_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/carentan-les-marais-50099/agenda/festival-les-egaluantes_6350197;;;Français;fr_FR;;;;
6071287;Ordure, déchet;13;14/Le Castelet;Smictom de la Bruyère;Administration, service public, parapublic;132640;V;Pratique;Vie quotidienne;Collecte ordures, déchèterie, balayage;Collecte (cartons et journaux, ordures, ferraille, verre…);188;Collecte recyclables en sacs jaunes;;En raison du mardi 1er mai férié, la collecte des déchets recyclables en sacs jaunes est reportée au mercredi 2 mai. Pensez à bien sortir vos sacs la veille au soir.;Mercredi 2 mai, Garcelles-Secqueville. Contact : 02 31 23 84 63, smictomdelabruyere@gmail.com, http://www.smictomdelabruyere.fr;Le Castelet;14;14554;14540;49.09784, -0.28988;2019-01-15;2018-05-02;;;;;2018-05-02;2018-05-02;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/le-castelet-14554/agenda/collecte-recyclables-en-sacs-jaunes_6071287;;;Français;fr_FR;;;;
