Numéro;Libellé;Description;Quartier;Réalisé;Année_Budget;Lien_page_projet;Photo;Latitude;Longitude;Geolocalisé;Geo
2-476;STOP aux déjections canines sous les chaussures;Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.;;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche;;48.102664;-1.662868;O;48.102664,-1.662868
2-476;STOP aux déjections canines sous les chaussures;Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.;;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche;;48.105059;-1.68333;O;48.105059,-1.68333
2-178;square des familles : une aire de jeux expérimentale;Le projet envisage la réalisation d'un espace de convivialité par l'installation de mobiliers : bancs, tables et d'équipements dans parc des Chalais.;;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/square-des-familles-une-aire-de-jeux-experimentale;;48.088961;-1.680306;O;48.088961,-1.680306
2-521;Pôle Santé Mieux-être Solidaire;"Il s'agit d'aider l'association à acheter du matériel informatique, de relaxation, de soins esthétiques, d'accueil afin d'accomplir sa mission d'intérêt général. Grâce à une tarification solidaire et à un tarif ""sortir"", la maison du bien-être solidaire propose les services suivants : accès à la psychothérapie, à la relaxation, aux soins esthétiques ainsi qu'à des conseils en image, dans l'objectif d'obtenir des résultats efficients sur l'insertion sociale, professionnelle et personnelle.";8 - Sud gare;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/pole-sante-mieux-etre-solidaire-1;https://fabriquecitoyenne.rennes.fr/media/default/0001/01/9b6f2428ad4d554d2240d5b5d2236613cc5a50e6.jpeg;48.095667;-1.667842;O;48.095667,-1.667842
2-536;Ruches pédagogiques dans le quartier Alphonse Guérin;L'association sera dotée du matériel nécessaire à la construction d'une ruche pédagogique qui pourra servir de support et à produire du miel rennais.;2 - Thabor - Saint-Hélier - Alphonse Guérin;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/ruches-pedagogiques-dans-le-quartier-alphonse-guerin;;48.109024;-1.657932;O;48.109024,-1.657932
2-557;Sentier pédagogique autour de l'Etang des Longs Champs.;Le projet consiste à la réalisation d'un sentier pédagogique et d'un livret pour le respect de l'environnement de l'étang des Longs-Champs en lien avec les écoles et les associations sur le quartier.;6 - Jeanne d'Arc - Longs Champs -  Beaulieu;A l'étude;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/sentier-pedagogique-autour-de-l-etang-des-longs-champs;;48.127465;-1.636024;O;48.127465,-1.636024
2-579;Repenser l'aménagement de la Place Bir-Hakeim pour les habitants de Sud-Gare;Ce projet consiste à repenser et réaménager la place Bir-Hakeim en équilibrant les usages , remplacer les jeux d'enfants et sanitaires existants, en cohérence avec le projet courant 2017 de mise en zone 30 de ce secteur.;8 - Sud gare;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/repenser-l-amenagement-de-la-place-bir-hakeim-pour-les-habitants-du-sud-gare;;48.092699;-1.66649;O;48.092699,-1.66649
2-638;Balançoires musicales;Ce projet de balançoires musicales, pourra être mis en œuvre avec l'acceptation du concepteur canadien et les riverains du mail François-Mitterrand.;;A l'étude;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/balancoires-musicales;;48.109497;-1.690320;O;48.109497,-1.69032
2-663;Construction d’un ABRITERRE : lieu de rencontre autour du jardin partagé des Hautes Ourmes, bâti en terre;La proposition consiste à construire de manière participative un abri terre à proximité d'un jardin partagé pour favoriser le lien social.;11 - Le Blosne;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/construction-d-un-abriterre-lieu-de-rencontre-autour-du-jardin-partage-des-hautes-ourmes-bati-en-terre;https://fabriquecitoyenne.rennes.fr/media/default/0001/01/831e099f8c87a9b91e845b6b04c704aa85730988.jpeg;48.090339;-1.650389;O;48.090339,-1.650389
2-303;Jardin médiéval aromatique partagé;Ce projet de jardin de plantes aromatiques pourrait venir intégrer le projet  de requalification du Square Claude-Ligot (Vieux st-Etienne), en cours d'élaboration.;;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/jardin-medieval-aromatique-partage;;48.115383;-1.684044;O;48.115383,-1.684044
3-2;Un lieu culturel pour le jeu vidéo !;"Le secteur du jeu vidéo est en plein essor et Rennes bénéficie d’une dynamique où formation, compétences et inventivité se croisent en intelligence. Les nombreuses initiatives Rennaises déjà existantes liées au jeu vidéo démontrent qu’elle a le potentiel de devenir un pôle d’attractivité dans ce nouveau domaine. Notre Métropole manque néanmoins d’un espace consacré aux pratiques, à la création et à la découverte du jeux vidéo, il serait donc naturel de faire émerger un lieu pour cette culture à part entière.

L’association Le Piksel.club soutient la création d’un lieu ayant pour but d’accompagner la production, la diffusion et le développement du jeu vidéo par une offre culturelle singulière et une forte attractivité professionnelle. En lien étroit avec les acteurs du territoire, cette initiative se projette également sur un rayonnement national et international.";;A l'étude;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/creons-un-lieu-culturel-pour-le-jeu-video;;;;N;
3-253;Streetball (basket de rue) toute l'année !;"La pratique du streetball à rennes est aujourd'hui impossible de novembre à avril...

Nous souhaitons proposer, via le budget participatif, l'installation d'éclairages sur le stade du Commandant Bouguoin, afin de permettre à l'ensemble des utilisateurs du stade de continuer leurs activités sportives toute l’année, y compris en cette saison ou la lumière vient à manquer.

Ces équipements pourront se présenter sous forme de réverbères autonomes autour des terrains concernés (un dans chaque angle) afin de ne pas nécessiter de personnel municipal pour allumer et éteindre ceux-ci, tout en ne créant aucune gêne pour les riverains en dehors des heures d’ouverture du stade.

L’installation de ces éclairages comme nous l’envisageons s’inscrit dans une démarche écoresponsable car ceux-ci se baseraient sur une technologie d’ampoules LED, pouvant fonctionner grâce à une batterie alimentée par un panneau solaire et éventuellement contrôlés par un détecteur de mouvement, ce dernier point permettant au dispositif de rester éteint si aucun pratiquant ne se déplace au terrain. Cette installation se veut vertueuse d'un point de vue énergétique tout en proposant une rentabilisation de l'équipement à court terme (équipement autonome en énergie).

Référence de lampadaire compatible avec ce projet : http://www.lampadairesolaireled.com/Lampadaire-solaire-5M

Notre demande s'intègre parfaitement à la charte de la fabrique citoyenne car ce projet a pour but la promotion d'une activité sportive (bientôt olympique, sous la dénomination 3v3) et la réappropriation d'un espace communale dédiés aux pratiques sportives actuellement sous-utilisé. Espace qui est une véritable zone de rencontre et un lien social fort dans le quartier, car il concentre des activités (patin a roulette/roller, handball, football, footing, basketball, etc.) accessibles a tous.";2 - Thabor - Saint-Hélier - Alphonse Guérin;Réalisé;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/streetball-basket-de-rue-toute-l-annee;;48.108716;-1.663694;O;48.108716,-1.663694
3-275;"La bagagerie pour les plus démunis ""La bagagerie dos et mains libres""";Un copier-coller de ce qui se passe à Nantes et dans d'autres villes ... offrir un lieu de convivialité et un outil d’intégration sociale avec comme ambition que les bénéficiaires deviennent gestionnaires. Une bagagerie ouverte TOUTE LA JOURNEE et pas seulement le matin ...des casiers disponibles aussi longtemps que la personne en a besoin : jusqu'à ce qu'elle retrouve un logement ou un hébergement durable.;;En cours;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/la-bagagerie-pour-les-plus-demunis-la-bagagerie-dos-et-mains-libres;;48.115446;-1.673143;O;48.115446,-1.673143
3-289;Une guinguette/kiosque dans le parc de Bréquigny;Un bar/guinguette/caféteria dans le parc de Bréquigny dynamiserait ce parc les dimanches après-midi et certains soirs de semaine. Il s'agirait de proposer aux habitants du quartier le même type d’événements culturels et divertissements qu'au parc du Thabor ( un dimanche à Rennes, concerts/danses dans le kiosque).;12 - Bréquigny;A l'étude;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/une-guinguette-kiosque-dans-le-parc-de-brequigny;;;;N;
3-291;A pied/ à vélo de la Poterie jusqu'au Leroy Merlin, Cultura,...;"Réalisation d'un accès piétons/cycle vers le parc d'activité Rocade Sud (Leroy Merlin, But, Cultura, Boulanger.......) à partir de la Poterie par la création d'un escalier et d'une rampe au bout de la passerelle traversant la rocade (sur le pont du métro).
Cette rampe permettra d'accéder au chemin en contrebas en parallèle de la rocade qui arrive entre Leroy Merlin et Boulanger.
Cette liaison permettra de rejoindre les magasins du parc d'activités à partir du terminus du métro de la Poterie en quelques minutes et en toute sécurité pour les piétons et les cyclistes.";7 - Francisco Ferrer - Landry - Poterie;A l'étude;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/a-pied-a-velo-de-la-poterie-jusqu-au-leroy-merlin-cultura;;48.0857993;-1.641279;O;48.0857993,-1.641279
7-100;Défibrillateur 24h/24h;Avoir à disposition un défibrillateur disponible 24h/24h dans chaque quartiers de Rennes, aux abords de la Vilaine d’Apigné aux Préales.;Projet à l'échelle de la Ville;A l'étude;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/defibrillateur-24h-24h;;;;N;
7-169;Des cendriers intéractifs;Il s’agit de poser dans la ville des cendriers à deux compartiments pour permettre de recueillir l’avis des fumeurs, via leur mégot, sur une question, un sondage…;1 - Centre;Réalisé;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/des-cendriers-interactifs;;48.1095;-1.6903;O;48.1095,-1.6903
7-331;Un Jardin pour TOUS où cultiver les diversités !;"Le projet vise à aménager de façon plus pérenne un jardin partagé existant. Il est proposé la mise en place de ganivelles, la fourniture de fruitiers et de petits fruits, la fourniture d’un coffre de rangement,
la mise en place d’un petit auvent permettant de recueillir les eaux de pluie.";7 - Francisco Ferrer - Landry - Poterie;A l'étude;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/un-jardin-pour-tous-ou-cultiver-les-diversites;;;;N;
7-335;vers une ville sans mégots;Améliorer la propreté de la ville en mettant des collecteurs à mégots dans différents endroits stratégiques (arrêts de bus, de métro..).;Projet à l'échelle de la Ville;Réalisé;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/vers-une-vills-sans-megots;;48.1099;-1.6792;O;48.1099,-1.6792
7-379;Un Safari Graffiti à Rennes;Réalisation d’un abécédaire sous la forme d’un bestiaire à découvrir à la fois sur les murs de la ville de Rennes, et sur les pages d’un livre pour la jeunesse. À chaque lettre de l’alphabet correspondra un animal.;Projet à l'échelle de la Ville;En cours;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/un-safari-graffiti-a-rennes;;;;N;
7-480;Toilettes publiques de quartier: un besoin urgent!;L’installation de toilettes, à proximité du métro Anatole France, bien signalées.;3 - Bourg l'Evesque - La Touche - Moulin du Comte;A l'étude;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/toilettes-publiques-de-quartier-un-besoin-urgent;;48.1182709;-1.6892943;O;48.1182709,-1.6892943
7-512;Des toilettes publiques pour tous et toutes !;Création de toilettes publiques dans les secteurs clés de la ville : place des Lices, place sainte-Anne, à proximité des boîtes de nuit (Boulevard de la Tour d’Auvergne), le mail François Mitterrand et le secteur Pontchaillou/Verdun/41ème RI pour lutter contre les odeurs d’urine.;3 - Bourg l'Evesque - La Touche - Moulin du Comte;A l'étude;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/proposition-sans-titre-32;;;;N;
7-517;Sas vélos et couloirs vélos visibles par tous = meilleure cohabitation et meilleure sécurité;Mettre en valeur de façon plus soutenue les sas vélos aux feux de circulation et les couloirs vélos afin de permettre un plus grand respect par les automobilistes de ces sas et améliorera la cohabitation entre les différents véhicules.;Projet à l'échelle de la Ville;Réalisé;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/sas-velo-et-couloirs-velo-visibles-par-tous-meilleure-cohabitation-et-meilleure-securite;;48.100208;-1.6522737;O;48.100208,-1.6522737
1-19;Piste cyclable rue Doyen Albert Bouzat;Réalisation d'aménagements pour une meilleure sécurité des cyclistes.;6 - Jeanne d'Arc - Longs Champs -  Beaulieu;En cours;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/piste-cyclable-rue-doyen-albert-bouzat;https://fabriquecitoyenne.rennes.fr/media/default/0001/02/f0ffe0e78cf658e334fe56c83dc747eb562856c2.jpeg;48.128216;-1.637868;O;48.128216,-1.637868
1-171;Cultiver la terre à l’école;Mise en place d'une petite exploitation agricole urbaine. Installation d'un verger dans la cour des grands, un potager dans la cour des maternelles reliés par un jardin d'aromatiques au centre et agrémenté de quelques bacs mobiles pour fleurir l'école.;12 - Bréquigny;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/cultiver-la-terre-a-l-ecole;https://fabriquecitoyenne.rennes.fr/media/default/0001/02/b831742404fb5f7e7a8678493dc04c2e2c03e213.jpeg;48.084171;-1.693033;O;48.084171,-1.693033
1-276;réaménager la place hoche;"Création d'une grande plateforme sous la forme d'un banc géant. Destiné à
favoriser la convivialité et l'animation de la placen il permet de s'asseoir, se
reposer, se rencontrer… Pourvu de plantations, le «banc géant» intègre quelques
marronniers de la place. Une mise en lumière vient agrémenter l'ensemble !";1 - Centre;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/reamenager-la-place-hoche;https://fabriquecitoyenne.rennes.fr/media/default/0001/01/7c32b26be68285dc10dae36fd5789cdcaf670ebd.jpeg;48.115259;-1.67694;O;48.115259,-1.67694
1-362;Pose de cendriers de rue;Mise en place de cendriers de rue.;1 - Centre;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/pose-de-cendriers-de-rue;https://fabriquecitoyenne.rennes.fr/media/default/0001/02/9a71c3eab595356bd9ec2ec356c9669093c020d7.jpeg;48.115695;-1.678005;O;48.115695,-1.678005
1-362;Pose de cendriers de rue;Mise en place de cendriers de rue.;1 - Centre;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/pose-de-cendriers-de-rue;https://fabriquecitoyenne.rennes.fr/media/default/0001/02/9a71c3eab595356bd9ec2ec356c9669093c020d7.jpeg;48.108702;-1.680364;O;48.108702,-1.680364
1-362;Pose de cendriers de rue;Mise en place de cendriers de rue.;1 - Centre;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/pose-de-cendriers-de-rue;https://fabriquecitoyenne.rennes.fr/media/default/0001/02/9a71c3eab595356bd9ec2ec356c9669093c020d7.jpeg;48.107967;-1.672563;O;48.107967,-1.672563
1-364;"Pose de bancs publics et chaises fixées au sol
Rue Honoré Commeurec";Il s'agit de renforcer la présence de bancs sur l'espace public, adaptés aux personnes âgées et en situation de handicap.;;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/pose-de-bancs-publics-et-chaises-fixees-au-sol;https://fabriquecitoyenne.rennes.fr/media/default/0001/01/1edbae604895c983b7e89cd123e70529ef9c7aae.jpeg;48.108395;-1.679633;O;48.108395,-1.679633
1-366;Fontaine place du Parlement, kiosque à bistrot place Hoche;"Installation d'un ""mégabanc"", sous la forme d'une plateforme en bois d'acacia, en intégrera les arbres de la place.";1 - Centre;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/fontaine-place-du-parlement-kiosque-a-bistrot-place-hoche;https://fabriquecitoyenne.rennes.fr/media/default/0001/01/7c32b26be68285dc10dae36fd5789cdcaf670ebd.jpeg;48.115259;-1.67694;O;48.115259,-1.67694
1-436;"""Des jardins flottants"" Végétaliser la vilaine";Il s'agit d'expérimenter l'installation de jardins flottants sur le fleuve, afin de végétaliser les bords de la Vilaine.;;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/des-jardins-flottants-vegetaliser-la-vilaine;https://fabriquecitoyenne.rennes.fr/media/default/0001/01/10cd83410c0026a98832dd4cdfe29bbd0f054bd8.jpeg;48.110077;-1.67677;O;48.110077,-1.67677
1-513;Bibliothèque de rue;Mise en place d'une bibliothèque de rue square de la Rance;1 - Centre;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/bibliotheque-de-rue-1;https://fabriquecitoyenne.rennes.fr/media/default/0001/01/c1978bf6a1ce68bd21862e502fb4f8f75377a917.jpeg;48.129278;-1.69857;O;48.129278,-1.69857
1-560;"Croque-Rennes
Parc du Landry";Création de boîtes à livres ludiques dans les parcs, sur les places et à côté des association de quartier. 24 boîtes à livres sont proposés sur le territoire rennais, pour que tout le monde puisse déposer et prendre un ou plusieurs livres qu'il a envie de lire, puis peut les remettre pour que d'autres personnes en profitent à leur tour.;;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/croque-rennes;https://fabriquecitoyenne.rennes.fr/media/default/0001/01/1293bee63ded3bbaff47f8448c1cb3498c363cd2.jpeg;48.097466;-1.644575;O;48.097466,-1.644575
1-560;"Croque-Rennes
Centre socio-culturel";Création de boîtes à livres ludiques dans les parcs, sur les places et à côté des association de quartier. 24 boîtes à livres sont proposés sur le territoire rennais, pour que tout le monde puisse déposer et prendre un ou plusieurs livres qu'il a envie de lire, puis peut les remettre pour que d'autres personnes en profitent à leur tour.;;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/croque-rennes;https://fabriquecitoyenne.rennes.fr/media/default/0001/01/e19749103030b453c7c5fc67ce7a4f7c6af7642a.jpeg;48.132644;-1.656105;O;48.132644,-1.656105
1-572;"table de pique -nique aménagés
Parc de Maurepas";Installation de tables de pique-nique adaptées aux personnes à mobilité réduite parc de Maurepas et parc des Gayeulles.;;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/table-de-pique-nique-amenages;https://fabriquecitoyenne.rennes.fr/media/default/0001/02/0c63ec87bd53149bc9bfeacd02f479ce5ef5c874.jpeg;48.12294;-1.655244;O;48.12294,-1.655244
1-615;Créer un poulailler dans le jardin des Ormeaux;Au parc des Ormeaux, mise en place d'un poulailler collectif avec l'association Jardins (ou) Verts et d'un composteur.;8 - Sud gare;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/creer-un-poulailler-dans-le-jardin-des-ormeaux;https://fabriquecitoyenne.rennes.fr/media/default/0001/02/1d6ecb86e9592646c64ced82c350646bc0252f71.jpeg;48.10013;-1.668869;O;48.10013,-1.668869
1-624;Création de jardins partagés ou bacs potagers square de Setubal;Création de jardins partagés ou bacs potagers dans le square et mise en place de bacs composteurs;11 - Le Blosne;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/creation-de-jardins-partages-ou-bacs-potagers-square-de-setubal;https://fabriquecitoyenne.rennes.fr/media/default/0001/01/64b7a48b3f3edebe96ef81da5aace2ad0dfb4b98.jpeg;48.08467;-1.668275;O;48.08467,-1.668275
1-664;Éolienne Urbaine;Mise en place d'éoliennes végétale, urbaine, de petite taille, utilisant les vents dominant d'ouest.;3 - Bourg l'Evesque - La Touche - Moulin du Comte;A l'étude;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/eolienne-urbaine-1;;;;N;
1-710;"Installer des ""boîtes de partage"" ou Givebox dans plusieurs quartiers de la ville";Installation de boîtes de partage en libre-service sur l'espace public à proximité du Centre social de Cleunay.;;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/installer-des-boites-de-partage-ou-givebox-dans-plusieurs-quartiers-de-la-ville;;48.101406;-1.709746;O;48.101406,-1.709746
1-716;"Élargir la piste piéton/cycle au niveau de la jonction entre l'Ille et le Canal; Boulevard de Chézy";Élargissement de la piste en amont et en aval et fonctionnement en logique de sas;4 - Saint Martin;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/elargir-la-piste-pieton-cycle-au-niveau-de-la-jonction-entre-l-ille-et-le-canal-boulevard-de-chezy;https://fabriquecitoyenne.rennes.fr/media/default/0001/01/18e1b23f329d5f2f9669dea0b45864de45a477b2.jpeg;48.114848;-1.687449;O;48.114848,-1.687449
1-745;Permettre aux Rennais, en situation de mobilité réduite fonctionnelle ou casuelle, d'emprunter toutes les rues du centre-ville;;1 - Centre;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/permettre-aux-rennais-en-situation-de-mobilite-reduite-fonctionnelle-ou-casuelle-d-emprunter-toutes-les-rues-du-centre-ville;;;;N;
1-787;Frigo Mix;Porté par l'association Bug, l'objectif est d'installer 12 frigos, ou garde-manger pour que les  habitants y déposent les aliments qu'ils ne consomment pas, au lieu de les jeter. Et chacun pourra se servir.;;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/frigo-mix;;48.1070989;-1.6713594999999941;O;48.1070989,-1.6713595
1-823;Des parkings vélo au pied des immeubles;Installation de supports vélos en prenant en compte la proximité des immeubles.;;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/des-parkings-velo-au-pied-des-immeubles;;48.100111;-1.668299;O;48.100111,-1.668299
2-461;Des fauteuils roulants pour les douches des piscines rennaises;"Les piscines de Bréquigny, des Gayeulles sont équipées de deux ""fauteuils pour la douche"" pour personnes à mobilité réduite et la piscine de Villejean en dispose d'un. Le projet consiste à équiper de 2 fauteuils supplémentaires la piscine de Bréquigny.";;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/des-fauteuils-roulants-pour-les-douches-des-piscines-rennaises;;48.0889303;-1.6906392999999298;O;48.0889303,-1.6906393
2-476;STOP aux déjections canines sous les chaussures;Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.;;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche;;48.10662;-1.660322;O;48.10662,-1.660322
2-476;STOP aux déjections canines sous les chaussures;Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.;;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche;;48.111633;-1.692224;O;48.111633,-1.692224
2-476;STOP aux déjections canines sous les chaussures;Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.;;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche;;48.082903;-1.673213;O;48.082903,-1.673213
2-477;Un musée des Beaux-Arts à ciel ouvert sur les murs des quartiers rennais;La proposition est de permettre des reproductions d'œuvres des collections du Musée des beaux-Arts de Rennes sur les murs de la Ville.;;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/un-musee-des-beaux-arts-a-ciel-ouvert-sur-les-murs-des-quartiers-rennais;;48.0938983;-1.665279;O;48.0938983,-1.665279
2-125;Un jardin japonais à Rennes;Ce projet consiste à créer un jardin japonais et ainsi valoriser le jumelage  de Rennes avec Sendai.;5 - Maurepas - Bellangerais;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/amenagements-d-espaces-en-jardins-symboliques;https://fabriquecitoyenne.rennes.fr/media/default/0001/01/23a3864bc3b32422ec86ec10c28d04e610a1fe3f.jpeg;48.132543;-1.65369;O;48.132543,-1.65369
2-596;Sécuriser les bandes cyclables;Le projet consistera à réaliser des aménagements pour conforter la sécurité des cyclistes et des deux roues motorisés. Des expérimentations seront mises en œuvre sur des tronçons à définir.;;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/securiser-les-bandes-cyclables;;48.107967;-1.672563;O;48.107967,-1.672563
2-306;"Piste Cyclable en couleurs"" et / ou "" Fluorescente";La création de pistes cyclables fluorescentes ou en couleurs peut être réalisée à titre expérimental pour vérifier le comportement de ce nouveau matériau avant un déploiement à l'échelle de la Ville.;;A l'étude;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/piste-cyclable-en-couleurs-et-ou-fluorescente;;;;N;
