b_numero,b_libelle,b_description,b_realise,b_lien,b_photo,b_year,b_q_id,b_quartier,b_x,b_y
2-557,Sentier pédagogique autour de l'Etang des Longs Champs.,Le projet consiste à la réalisation d'un sentier pédagogique et d'un livret pour le respect de l'environnement de l'étang des Longs-Champs en lien avec les écoles et les associations sur le quartier.,A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/sentier-pedagogique-autour-de-l-etang-des-longs-champs,,2017,6.0,Jeanne d'Arc - Longs Champs -  Beaulieu,-182121.35860557458,6128086.726933147
2-579,Repenser l'aménagement de la Place Bir-Hakeim pour les habitants de Sud-Gare,"Ce projet consiste à repenser et réaménager la place Bir-Hakeim en équilibrant les usages , remplacer les jeux d'enfants et sanitaires existants, en cohérence avec le projet courant 2017 de mise en zone 30 de ce secteur.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/repenser-l-amenagement-de-la-place-bir-hakeim-pour-les-habitants-du-sud-gare,,2017,8.0,Sud gare,-185512.8182120825,6122290.524287762
2-638,Balançoires musicales,"Ce projet de balançoires musicales, pourra être mis en œuvre avec l'acceptation du concepteur canadien et les riverains du mail François-Mitterrand.",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/balancoires-musicales,,2017,,,-188165.56167768617,6125090.604568995
2-663,"Construction d’un ABRITERRE : lieu de rencontre autour du jardin partagé des Hautes Ourmes, bâti en terre",La proposition consiste à construire de manière participative un abri terre à proximité d'un jardin partagé pour favoriser le lien social.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/construction-d-un-abriterre-lieu-de-rencontre-autour-du-jardin-partage-des-hautes-ourmes-bati-en-terre,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/831e099f8c87a9b91e845b6b04c704aa85730988.jpeg,2017,11.0,Le Blosne,-183720.46309081998,6121897.206133951
2-303,Jardin médiéval aromatique partagé,"Ce projet de jardin de plantes aromatiques pourrait venir intégrer le projet  de requalification du Square Claude-Ligot (Vieux st-Etienne), en cours d'élaboration.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/jardin-medieval-aromatique-partage,,2017,,,-187466.92055346761,6126071.966028499
3-2,Un lieu culturel pour le jeu vidéo !,"Le secteur du jeu vidéo est en plein essor et Rennes bénéficie d’une dynamique où formation, compétences et inventivité se croisent en intelligence. Les nombreuses initiatives Rennaises déjà existantes liées au jeu vidéo démontrent qu’elle a le potentiel de devenir un pôle d’attractivité dans ce nouveau domaine. Notre Métropole manque néanmoins d’un espace consacré aux pratiques, à la création et à la découverte du jeux vidéo, il serait donc naturel de faire émerger un lieu pour cette culture à part entière.

L’association Le Piksel.club soutient la création d’un lieu ayant pour but d’accompagner la production, la diffusion et le développement du jeu vidéo par une offre culturelle singulière et une forte attractivité professionnelle. En lien étroit avec les acteurs du territoire, cette initiative se projette également sur un rayonnement national et international.",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/creons-un-lieu-culturel-pour-le-jeu-video,,2018,,,,
3-253,Streetball (basket de rue) toute l'année !,"La pratique du streetball à rennes est aujourd'hui impossible de novembre à avril...

Nous souhaitons proposer, via le budget participatif, l'installation d'éclairages sur le stade du Commandant Bouguoin, afin de permettre à l'ensemble des utilisateurs du stade de continuer leurs activités sportives toute l’année, y compris en cette saison ou la lumière vient à manquer.

Ces équipements pourront se présenter sous forme de réverbères autonomes autour des terrains concernés (un dans chaque angle) afin de ne pas nécessiter de personnel municipal pour allumer et éteindre ceux-ci, tout en ne créant aucune gêne pour les riverains en dehors des heures d’ouverture du stade.

L’installation de ces éclairages comme nous l’envisageons s’inscrit dans une démarche écoresponsable car ceux-ci se baseraient sur une technologie d’ampoules LED, pouvant fonctionner grâce à une batterie alimentée par un panneau solaire et éventuellement contrôlés par un détecteur de mouvement, ce dernier point permettant au dispositif de rester éteint si aucun pratiquant ne se déplace au terrain. Cette installation se veut vertueuse d'un point de vue énergétique tout en proposant une rentabilisation de l'équipement à court terme (équipement autonome en énergie).

Référence de lampadaire compatible avec ce projet : http://www.lampadairesolaireled.com/Lampadaire-solaire-5M

Notre demande s'intègre parfaitement à la charte de la fabrique citoyenne car ce projet a pour but la promotion d'une activité sportive (bientôt olympique, sous la dénomination 3v3) et la réappropriation d'un espace communale dédiés aux pratiques sportives actuellement sous-utilisé. Espace qui est une véritable zone de rencontre et un lien social fort dans le quartier, car il concentre des activités (patin a roulette/roller, handball, football, footing, basketball, etc.) accessibles a tous.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/streetball-basket-de-rue-toute-l-annee,,2018,2.0,Thabor - Saint-Hélier - Alphonse Guérin,-185201.5689158245,6124960.398387745
3-275,"La bagagerie pour les plus démunis ""La bagagerie dos et mains libres""",Un copier-coller de ce qui se passe à Nantes et dans d'autres villes ... offrir un lieu de convivialité et un outil d’intégration sociale avec comme ambition que les bénéficiaires deviennent gestionnaires. Une bagagerie ouverte TOUTE LA JOURNEE et pas seulement le matin ...des casiers disponibles aussi longtemps que la personne en a besoin : jusqu'à ce qu'elle retrouve un logement ou un hébergement durable.,En cours,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/la-bagagerie-pour-les-plus-demunis-la-bagagerie-dos-et-mains-libres,,2018,,,-186253.42678433013,6126082.470505384
3-289,Une guinguette/kiosque dans le parc de Bréquigny,"Un bar/guinguette/caféteria dans le parc de Bréquigny dynamiserait ce parc les dimanches après-midi et certains soirs de semaine. Il s'agirait de proposer aux habitants du quartier le même type d’événements culturels et divertissements qu'au parc du Thabor ( un dimanche à Rennes, concerts/danses dans le kiosque).",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/une-guinguette-kiosque-dans-le-parc-de-brequigny,,2018,12.0,Bréquigny,,
3-291,"A pied/ à vélo de la Poterie jusqu'au Leroy Merlin, Cultura,...","Réalisation d'un accès piétons/cycle vers le parc d'activité Rocade Sud (Leroy Merlin, But, Cultura, Boulanger.......) à partir de la Poterie par la création d'un escalier et d'une rampe au bout de la passerelle traversant la rocade (sur le pont du métro).
Cette rampe permettra d'accéder au chemin en contrebas en parallèle de la rocade qui arrive entre Leroy Merlin et Boulanger.
Cette liaison permettra de rejoindre les magasins du parc d'activités à partir du terminus du métro de la Poterie en quelques minutes et en toute sécurité pour les piétons et les cyclistes.",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/a-pied-a-velo-de-la-poterie-jusqu-au-leroy-merlin-cultura,,2018,7.0,Francisco Ferrer - Landry - Poterie,-182706.34252969327,6121140.669418199
7-100,Défibrillateur 24h/24h,"Avoir à disposition un défibrillateur disponible 24h/24h dans chaque quartiers de Rennes, aux abords de la Vilaine d’Apigné aux Préales.",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/defibrillateur-24h-24h,,2019,,,,
7-169,Des cendriers intéractifs,"Il s’agit de poser dans la ville des cendriers à deux compartiments pour permettre de recueillir l’avis des fumeurs, via leur mégot, sur une question, un sondage…",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/des-cendriers-interactifs,,2019,1.0,Centre,-188163.33528787032,6125091.1047245925
7-331,Un Jardin pour TOUS où cultiver les diversités !,"Le projet vise à aménager de façon plus pérenne un jardin partagé existant. Il est proposé la mise en place de ganivelles, la fourniture de fruitiers et de petits fruits, la fourniture d’un coffre de rangement,
la mise en place d’un petit auvent permettant de recueillir les eaux de pluie.",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/un-jardin-pour-tous-ou-cultiver-les-diversites,,2019,7.0,Francisco Ferrer - Landry - Poterie,,
7-335,vers une ville sans mégots,"Améliorer la propreté de la ville en mettant des collecteurs à mégots dans différents endroits stratégiques (arrêts de bus, de métro..).",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/vers-une-vills-sans-megots,,2019,,,-186927.68894006498,6125157.792399344
7-379,Un Safari Graffiti à Rennes,"Réalisation d’un abécédaire sous la forme d’un bestiaire à découvrir à la fois sur les murs de la ville de Rennes, et sur les pages d’un livre pour la jeunesse. À chaque lettre de l’alphabet correspondra un animal.",En cours,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/un-safari-graffiti-a-rennes,,2019,,,,
7-480,Toilettes publiques de quartier: un besoin urgent!,"L’installation de toilettes, à proximité du métro Anatole France, bien signalées.",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/toilettes-publiques-de-quartier-un-besoin-urgent,,2019,3.0,Bourg l'Evesque - La Touche - Moulin du Comte,-188051.38127597954,6126553.501151832
7-512,Des toilettes publiques pour tous et toutes !,"Création de toilettes publiques dans les secteurs clés de la ville : place des Lices, place sainte-Anne, à proximité des boîtes de nuit (Boulevard de la Tour d’Auvergne), le mail François Mitterrand et le secteur Pontchaillou/Verdun/41ème RI pour lutter contre les odeurs d’urine.",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/proposition-sans-titre-32,,2019,3.0,Bourg l'Evesque - La Touche - Moulin du Comte,,
7-517,Sas vélos et couloirs vélos visibles par tous = meilleure cohabitation et meilleure sécurité,Mettre en valeur de façon plus soutenue les sas vélos aux feux de circulation et les couloirs vélos afin de permettre un plus grand respect par les automobilistes de ces sas et améliorera la cohabitation entre les différents véhicules.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/sas-velo-et-couloirs-velo-visibles-par-tous-meilleure-cohabitation-et-meilleure-securite,,2019,,,-183930.26693511807,6123542.096094875
1-188,Transats publics,Installation de cinq transats sur le quai Saint-Cyr.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/installation-de-transats-publics,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/972368b3757f5b2512531d4b0a7992b2c9d158ab.jpeg,2016,3.0,Bourg l'Evesque - La Touche - Moulin du Comte,-188301.1488174724,6124841.5307080485
1-297,Mettre en valeur le Lavoir de Chézy,"Le projet consiste à maintenir le patrimoine
rennais, valoriser la vie
culturelle, entrer dans
le projet de valorisation
des berges à Rennes
et favoriser le lien social.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/mettre-en-valeur-le-lavoir-de-chezy,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/a84116dd2f57aaa058cdf23cccd633e40968d6f7.jpeg,2016,1.0,Centre,-187266.5454700397,6126758.952592277
1-316,Installation de bancs le long de la rue Canal Saint Martin,Installation de bancs et de tables de pique-nique le long du canal.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/installation-de-bancs-le-long-de-la-rue-canal-saint-martin,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/8763c67415c65b64363f6ed8c84a944736f96eea.jpeg,2016,4.0,Saint Martin,-186389.90448004266,6127538.215446819
1-362,Pose de cendriers de rue,Mise en place de cendriers de rue.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/pose-de-cendriers-de-rue,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/9a71c3eab595356bd9ec2ec356c9669093c020d7.jpeg,2016,1.0,Centre,-186072.0873338279,6125383.200582301
1-364,"Pose de bancs publics et chaises fixées au sol
Rue Thiers","Il s'agit de renforcer la présence de bancs sur l'espace public, adaptés aux personnes âgées et en situation de handicap.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/pose-de-bancs-publics-et-chaises-fixees-au-sol,,2016,,,-187437.3095689166,6124595.298138123
1-604,Dessiner des marelles et des jeux sur les trottoirs et places de la ville,"Création de 24 marelles, soit deux par quartier, pour permettre aux enfants de jouer dehors dans tout endroit.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/dessiner-des-marelles-et-des-jeux-sur-les-trottoirs-et-places-de-la-ville,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/2915db06294037fc724500ba2e1ea79349ccf694.jpeg,2016,,,-185524.50675861575,6125734.328988908
1-604,"Dessiner des marelles et des jeux sur les trottoirs et places de la ville
allée Jean Guihéry","Création de 24 marelles, soit deux par quartier, pour permettre aux enfants de jouer dehors dans tout endroit.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/dessiner-des-marelles-et-des-jeux-sur-les-trottoirs-et-places-de-la-ville,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/2915db06294037fc724500ba2e1ea79349ccf694.jpeg,2016,,,-187686.66522829354,6125983.095334729
1-604,"Dessiner des marelles et des jeux sur les trottoirs et places de la ville
Place Simone de Beauvoir","Création de 24 marelles, soit deux par quartier, pour permettre aux enfants de jouer dehors dans tout endroit.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/dessiner-des-marelles-et-des-jeux-sur-les-trottoirs-et-places-de-la-ville,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/2915db06294037fc724500ba2e1ea79349ccf694.jpeg,2016,,,-188051.57051911385,6126502.993634881
1-726,Fours à pain de rue,"Construction de fours à pain publics, à horaires de fonctionnement déterminés, en milieu urbain.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/fours-a-pain-de-rue,,2016,10.0,Villejean - Beauregard,-191303.45774806512,6127198.185980264
1-742,Compost de quartiers,"Placer dans chaque quartier rennais, quelque soient les zones géographiques ou socio-culturelles, un ou plusieurs composts accessibles aux habitants qui le souhaitent.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/compost-de-quartiers,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/63d5a39fac2940b666983f331ae0e279ef81667d.jpeg,2016,,,-185497.456122353,6124707.49395626
1-815,Aménagement d'espaces verts pédagogiques : rue du Parc et rue du Verger.,Des jardinières ont été installées dans les espaces verts de la rue du Parc et rue du Verger.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/amenagement-d-espaces-verts-pedagogiques-rue-du-parc-et-rue-du-verger,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/1a3d877f891df94d37d079d6ba9c71205e237914.jpeg,2016,2.0,Thabor - Saint-Hélier - Alphonse Guérin,-185880.61780966344,6125319.178720265
1-813,Aménagement d'espaces verts pédagogiques : rue du Parc et rue du Verger.,Des jardinières ont été installées dans les espaces verts de la rue du Parc et rue du Verger.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/amenagement-d-espaces-verts-pedagogiques-rue-du-parc-et-rue-du-verger,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/aa73d14f933543ec3547cd8bd506fde3f85d4a5f.jpeg,2016,2.0,Thabor - Saint-Hélier - Alphonse Guérin,-185554.11774316677,6124628.3065621015
1-862,Un parquet de bal pour les quartiers rennais !,"Investir dans un véritable parquet de bal, une structure semi-mobile ayant vocation à s'implanter année après année dans les quartiers rennais pour y déployer une programmation régulière de spectacle vivant et un travail de sensibilisation artistique et culturelle.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/un-parquet-de-bal-pour-les-quartiers-rennais,,2016,2.0,Thabor - Saint-Hélier - Alphonse Guérin,-190092.15697289628,6127864.299540598
1-870,Horloge - Animation Saint-Michel,,A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/horloge-animation-saint-michel,,2016,1.0,Centre,,
1-967,des chèvres pour tondre les jardins !,Développement de l'éco-pâturage sur l'espace public en particulier sur le parc du Landry.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/des-chevres-pour-tondre-les-jardins,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/e40c989e1e5ba2c0d17a3a4955d60b18116a01f2.jpeg,2016,7.0,Francisco Ferrer - Landry - Poterie,-183073.25157134788,6123085.0486864
2-325,"Terrains de tennis à Villejean-Beauregard, un projet écosportif!","Le projet consiste en la transformation d'un terrain vague à Beauregard en un terrains de tennis. Situé en bordure de rocade en terrains de tennis en plein air, le terrain serra accessible à tous les Rennais et particulièrement aux habitants du quartier.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/terrains-de-tennis-a-villejean-beauregard-un-projet-ecosportif,,2017,10.0,Villejean - Beauregard,-190033.50273319733,6128840.925037881
2-415,Mur Végétalisé sous les ponts,"La proposition consiste à réaliser une végétalisation uniquement  sous le pont du boulevard Voltaire, le pont de Nantes vient de bénéficier d'une fresque dans le cadre du budget participatif saison 1.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/mur-vegetalise-sous-les-ponts,,2017,,,-187532.82169201723,6123771.629097977
2-476,STOP aux déjections canines sous les chaussures,"Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche,,2017,,,-189396.08732891502,6124626.806176433
2-476,STOP aux déjections canines sous les chaussures,"Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche,,2017,,,-188187.15765890008,6125028.752218247
2-476,STOP aux déjections canines sous les chaussures,"Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche,,2017,,,-187726.6289254883,6126004.437556062
2-476,STOP aux déjections canines sous les chaussures,"Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche,,2017,,,-185776.08880780856,6124396.750149473
2-501,Micro-fabrique d’objets à partir de déchets plastiques,L'idée de ce projet est de créer une micro-fabrique qui permettra aux Rennais de transformer leurs déchets plastiques en nouveaux objets.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/micro-fabrique-d-objets-a-partir-de-dechets-plastiques,,2017,,,-189994.0956334565,6123777.463350297
2-181,Des jardins aromatiques partagés sur le Mail,"Il s'agit d'installer des bacs pour la mise en culture et usage partagés de plantes aromatiques, sous couvert d'une association ou d'un collectif.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/des-jardins-aromatiques-partages-sur-le-mail,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/09af09330f6db39b8c28f58dbdc1639cf161b83f.jpeg,2017,3.0,Bourg l'Evesque - La Touche - Moulin du Comte,-188164.559802269,6125089.6042578835
2-587,Les Glaneurs Rennais : tente de glanage sur les marchés Rennais,La demande concerne l'équipement d'une tente pour valoriser le glanage à l'issue des marchés rennais.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-glaneurs-rennais-tente-de-glanage-sur-les-marches-rennais,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/b017db160a232e52c16956bbb583fe7e8fd89830.jpeg,2017,,,-187685.55203338558,6125511.412468319
2-613,Une aire d'arrêt minute au métro Villejean,Ce projet consiste à réaliser une aire d'arrêt minute à l'usage du covoiturage.,A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/une-aire-d-arret-minute-au-metro-villejean,,2017,10.0,Villejean - Beauregard,,
2-309,"Sur les quais, remplacer la fontaine par un jardin aux usages multiples","En complément du projet issu de la saison 1 du budget participatif ""des jardins flottants"", actuellement à l'étude,  un aménagement réversible pourra être réalisé sur l'un des côtés de la fontaine pour se poser et contempler la Vilaine.",En cours,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/sur-les-quais-remplacer-la-fontaine-par-un-jardin-aux-usages-multiples,,2017,2.0,Thabor - Saint-Hélier - Alphonse Guérin,-186007.52202916777,6125184.467614582
3-95,Street-Art du pont de la rue de Lorient,"En parallèle de la réhabilitation de la rue de Lorient, je vous propose un projet de modernisation/nettoyage du pont de la voie de chemin de fer de la rue de Lorient en faisant participer un ou plusieurs street artistes en vogue aujourd'hui à Rennes qui pourrai(en)t nous créer une belle oeuvre.

Ce pont est malheureusement terni par les pigeons vivants (ou bien souvent morts) alors que c'est le seul chemin d'accès pour rejoindre la ville à pied et je pense donc que ce pont doit être :
1. nettoyé des fientes de pigeons et autres éventuels pigeons présents sous la bâche du plafond...
2. sécuriser par l'installation de picots à pigeon
3. valorisé par nos artistes de rue rennais qui ont réalisé de très belles oeuvres (cf halage de la vilaine et parcours street art); et également le pont boulevard voltaire.

Soutenons l'art urbain en faisant de la modernisation de notre quartier un point d'accroche dans les parcours de street-art rennais et une agréable balade pour rejoindre le centre ville rennais.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/street-art-du-pont-de-la-rue-de-lorient,,2018,3.0,Bourg l'Evesque - La Touche - Moulin du Comte,-189386.29121372523,6124818.857677316
3-124,Parc Oberthur : Rénovation des jeux et installation d'un toboggan,"Comparés à ceux du Thabor ou ceux du square des français libres , les jeux du parc Oberthur font triste mine. L'installation de nouveaux jeux pour enfants, en particulier d'un toboggan qui est le grand absent, serait un plus pour nos petites têtes blondes, brunes, ou rousses.",En cours,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/parc-oberthur-renovation-des-jeux-et-installation-d-un-toboggan,,2018,2.0,Thabor - Saint-Hélier - Alphonse Guérin,-184752.8400484368,6125644.628150862
3-153,Un jardin d'hiver à Beauregard,"Dans le grand espace urbain de Beauregard, déjà composé d'arbres centenaires et de haies bocagères, la construction d'une serre s'inscrit dans la continuité de la politique environnementale menée par la Ville. Ce lieu offre aux citoyens la liberté d'aller et venir, de semer, de planter, de se ressourcer, il peut également faire parti d'un circuit touristique. Ce projet fédérateur est avant tout un incubateur de jeunes pousses, qui permettent la ramification d'un lien socio-culturel fort et universel.",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/un-jardin-d-hiver-a-beauregard,,2018,10.0,Villejean - Beauregard,,
3-171,"Aménager des terrains de pétanque, palets, mölkky, etc. sur l'avenue Henri-Fréville","Nous sommes un collectif de personnes – baptisé « Ze Comity » - travaillant en proximité immédiate de l'avenue Henri-Fréville. Nous reprenons une idée qui avait été proposée l'année dernière puis soumise aux votes. Cette proposition nous avait plu et nous la trouvions judicieuse pour améliorer la vie du quartier. Malheureusement, le nombre de votes, même s'il a été important, n'a pas suffi et le projet n'a pas été retenu. Nous reprenons donc l'argumentaire de 2016, agrémenté de photos du site concerné.

La Ville a réalisé ces dernières années un aménagement paysager d'ampleur sur le terre-plein central de l’avenue Henri-Fréville. Un beau projet pour cette avenue qui, caractérisée par un important trafic automobile et un grand nombre de bureaux, n’attirait pas les flâneurs en journée.
Des éléments de mobilier urbain : bancs, tables, sièges, ont été ajoutés à l’intention des riverains, contribuant à la convivialité des lieux.
Mais étrangement, l’espace est resté très peu fréquenté, même aux beaux jours.
Notre proposition, très simple et d’un coût sans doute très modeste, est d’ajouter aux récents aménagements de l’avenue, des espaces sablés ou gravillonnés permettant la pratique de jeux d’extérieur comme la pétanque, les palets, le mölkky, etc.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/amenager-un-espace-de-convivialite-permettant-la-pratique-de-jeux-sur-le-terre-plein-central-de-l-avenue-henri-freville,,2018,11.0,Le Blosne,-186418.62490866735,6121962.202380496
3-308,Reforester la coulée verte,"La coulée verte est le stigmate d'un projet heureusement avorté de voie express pour rejoindre le centre-ville depuis la rocade
Il s'impose aujourd'hui comme un lieu de référence pour rejoindre le centre ville à vélo ou à pied, loin du tumulte des véhicules thermiques

Le projet est de véritablement reboiser une partie restant à déterminer de cette espace, pour bénéficier de tous les avantages d'un espace forestier au sein de la ville (Purification de l'air, tampon thermique, paysage, lieu ressources...)",En cours,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/reforester-la-coulee-verte,,2018,5.0,Maurepas - Bellangerais,-186621.00374292952,6128367.083400709
3-403,Un city-stade pour vivre ensemble,"Ce projet est porté par les enfants du terrain des gens du voyage du Petit Champeaux.
Depuis deux ans, les animateurs du service socio-sport du CPB interviennent les mercredis après-midis sur les deux terrains d'accueil des gens du voyage, afin de permettre aux enfants des terrains d'accéder à la culture sportive.
Malheureusement, ces séances d'initiation sont circonscrites dans une salle polyvalente (25 m²), ce qui limite le choix des activités.
Notre projet est donc de construire un city stade, ouvert à tous, sur le terrain du Petit Champeaux ou accolé au terrain.",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/un-city-stade-pour-vivre-ensemble-1,,2018,3.0,Bourg l'Evesque - La Touche - Moulin du Comte,-191895.87781416878,6126055.292282115
3-540,Ferme urbaine Féhu,"A l’initiative du Collectif du Gacet (Les Fruits du Gacet), la ferme de quartier sera un lieu de production d’aliments sains, locaux et à bas prix, par et pour les habitants du quartier.
La ferme est également imaginée pour être un lieu ressource pour l’insertion professionnelle.
Elle sera aussi un lieu de rencontre pour les habitants, qui pourront s’y réunir pour jardiner et participer à des ateliers et des évènements autour de l’agriculture urbaine, l’alimentation, la protection de la biodiversité...
Le collectif souhaite créer ce lieu pour l’ensemble des habitants du quartier. Ils sont accompagnés par des associations d’agriculture urbaine et d’agroécologie.
Pendant la phase d’étude et de conception de la ferme, nous souhaitons renforcer l’implication des autres habitants en agrandissant le collectif et en y intégrant d’autres associations situées au Blosne.
Une fois la ferme installée, le collectif d’habitants sera chargé de définir, en lien avec l’équipe opérationnelle : les plantations, l’animation de la Ferme, la distribution des produits...",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/ferme-urbaine-fehu,,2018,11.0,Le Blosne,-184615.69443577947,6121760.548966875
